관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,지상층수,지하층수,승강기_수,주건축물수,세대수,가구수,동명칭,호_명,층_구분_코드_x,층_구분_코드_y,층_번호,면적,용적율,주차_대수,y,x,업종_idx
11620-29152,,지상,서울특별시 관악구 봉천로 590,5.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9626252,37.476572,13
11620-2412,11620-383,지상,서울특별시 관악구 신림로29길 8,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9321206,37.4754742,13
11710-23432,,지상,서울특별시 송파구 오금로 500,6.0,1.0,1.0,,,,,,,,,,234.3,7.0,127.1440246,37.4928711,13
11710-23930,,지상,서울특별시 송파구 동남로24길 11,5.0,1.0,0.0,,,,,,,,,,0.0,5.0,127.1375231,37.4996341,13
11650-18698,,지상,서울특별시 서초구 염곡말길 58,1.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0559743,37.4631231,13
11650-18516,,지상,서울특별시 서초구 홍씨마을길 26,1.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0651661,37.4530086,13
11680-4628,,지상,서울특별시 강남구 테헤란로64길 25,6.0,1.0,0.0,,,,,,,,,,261.67,6.0,127.0517915,37.5033039,13
11650-100268975,,지상,서울특별시 서초구 방배로36길 3,6.0,1.0,1.0,,,,,,,,,,248.76,9.0,126.9902578,37.4936648,13
11650-100298590,,지상,서울특별시 서초구 마방로2길 45,5.0,1.0,1.0,,,,,,,,,,199.4236,4.0,127.039426,37.4716062,13
11650-11363,,지상,서울특별시 서초구 강남대로95길 40,7.0,1.0,1.0,,,,,,,,,,314.08,12.0,127.0177862,37.5134096,6
11260-100274810,,지상,서울특별시 중랑구 상봉중앙로5나길 18,4.0,0.0,1.0,,,,,,,,,,150.5,2.0,127.0866602,37.6011417,13
11260-100275071,,지상,서울특별시 중랑구 중랑천로12길 55-10,8.0,0.0,1.0,,,,,,,,,,359.65,4.0,127.0759942,37.5934733,13
11260-10874,,지상,서울특별시 중랑구 면목로57길 35,5.0,1.0,0.0,,,,,,,,,,218.61,7.0,127.0863748,37.5847181,13
11260-26042,,지상,서울특별시 중랑구 망우로73길 36,1.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.1034334,37.6021489,13
11560-8702,11560-887,지상,서울특별시 영등포구 당산로32길 5,3.0,1.0,0.0,,,,,,,,,,225.55,0.0,126.8974821,37.5264758,13
11560-2132,,지상,서울특별시 영등포구 국회대로56길 34,1.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9106535,37.5224667,13
11560-25561,,지상,서울특별시 영등포구 대방천로 150,5.0,1.0,0.0,,,,,,,,,,0.0,3.0,126.9073719,37.4992545,13
11680-389,,지상,서울특별시 강남구 개포로 516,,,,22.0,1960.0,0.0,,,,,,,0.0,0.0,127.0704418,37.4886321,13
11710-21799,,지상,서울특별시 송파구 오금로49길 31,4.0,1.0,0.0,,,,,,,,,,178.19,8.0,127.138419,37.49914,13
11440-9570,,지상,서울특별시 마포구 큰우물로 76,15.0,3.0,3.0,,,,,,,,,,468.07,120.0,126.9459479,37.5408037,13
11710-13402,,지상,서울특별시 송파구 중대로 118,5.0,1.0,1.0,,,,,,,,,,207.0506,7.0,127.121636,37.4936947,13
11680-2475,11680-389,지상,서울특별시 강남구 개포로 516,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0704418,37.4886321,13
11680-20496,,지상,서울특별시 강남구 선릉로 545,2.0,1.0,0.0,,,,,,,,,,99.21,3.0,127.0459169,37.5074908,13
11680-19479,,지상,서울특별시 강남구 논현로94길 25-4,2.0,1.0,0.0,,,,,,,,,,65.73,2.0,127.0384014,37.5031515,13
11680-18981,,지상,서울특별시 강남구 언주로173길 16,5.0,1.0,0.0,,,,,,,,,,193.62,6.0,127.0321859,37.5281971,13
11320-14003,,지상,서울특별시 도봉구 도봉로152가길 160,3.0,1.0,0.0,,,,,,,,,,144.96,4.0,127.0453204,37.6766815,13
11320-10617,,지상,서울특별시 도봉구 덕릉로58길 16,3.0,1.0,0.0,,,,,,,,,,155.23,3.0,127.0391615,37.6384055,13
11260-3396,,지상,서울특별시 중랑구 면목로 389,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0879782,37.5868261,13
11260-7713,,지상,서울특별시 중랑구 면목로 269,4.0,1.0,0.0,,,,,,,,,,198.74,0.0,127.085788,37.5769611,13
11305-1000000000000000052383,,지상,서울특별시 강북구 한천로139가길 14,8.0,1.0,1.0,,,,,,,,,,322.99,3.0,127.0255992,37.6401306,13
11305-1635,,지상,서울특별시 강북구 월계로3길 36-9,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.0317036,37.6114665,13
11560-3529,,지상,서울특별시 영등포구 경인로 872,5.0,1.0,0.0,,,,,,,,,,283.68,3.0,126.9096795,37.5171216,13
11650-12127,,지상,서울특별시 서초구 서초중앙로 251,6.0,1.0,1.0,,,,,,,,,,267.59,7.0,127.0105826,37.5038302,13
11200-21821,,지상,서울특별시 성동구 뚝섬로11길 3,2.0,1.0,0.0,,,,,,,,,,135.69,0.0,127.0570654,37.5385552,13
11620-16128,,지상,서울특별시 관악구 대학4길 21,5.0,1.0,1.0,,,,,,,,,,258.0662,5.0,126.9366938,37.4695969,13
11230-100226872,,지상,서울특별시 동대문구 약령시로 59,4.0,1.0,1.0,,,,,,,,,,167.06,3.0,127.0365639,37.5829961,13
11560-9363,,지상,서울특별시 영등포구 당산로36길 5,1.0,0.0,0.0,,,,,,,,,,79.72,0.0,126.8984096,37.5283686,13
11200-18891,,지상,서울특별시 성동구 왕십리로14길 10,4.0,1.0,0.0,,,,,,,,,,199.0,3.0,127.0450031,37.5491795,13
11200-100247357,,지상,서울특별시 성동구 서울숲4길 22-7,5.0,1.0,1.0,,,,,,,,,,197.38,0.0,127.0432847,37.5469826,13
11230-100198061,,지상,서울특별시 동대문구 왕산로19길 39,4.0,0.0,0.0,,,,,,,,,,191.89,3.0,127.0320772,37.5798684,13
11200-4478,,지상,서울특별시 성동구 마장로 197-1,3.0,1.0,0.0,,,,,,,,,,120.4,0.0,127.031807,37.5667266,13
11500-701,,지상,서울특별시 강서구 양천로67길 96-14,,,,2.0,0.0,2.0,,,,,,,0.0,0.0,126.8703914,37.5550661,13
11650-8828,,지상,서울특별시 서초구 마방로4길 15-40,2.0,1.0,0.0,,,,,,,,,,93.7,0.0,127.0418803,37.4738675,13
11500-2435,11500-701,지상,서울특별시 강서구 양천로67길 96-20,4.0,1.0,0.0,,,,,,,,,,0.0,4.0,126.8702201,37.5548758,13
11680-100221029,,지상,서울특별시 강남구 논현로 427-1,8.0,2.0,1.0,,,,,,,,,,249.3641,20.0,127.0377752,37.4984501,13
11560-5119,,지상,서울특별시 영등포구 영중로 58,5.0,2.0,0.0,,,,,,,,,,283.27,12.0,126.9053171,37.5213027,13
11440-22545,,지상,서울특별시 마포구 동교로23길 21,5.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9202827,37.5569001,13
11110-19518,,지상,서울특별시 종로구 동숭3길 6-6,4.0,1.0,0.0,,,,,,,,,,186.6,2.0,127.0048379,37.58111,13
11110-15705,,지상,서울특별시 종로구 종로 190-5,4.0,1.0,0.0,,,,,,,,,,235.1639,0.0,126.9989562,37.5704218,13
11290-32983,,지상,서울특별시 성북구 돌곶이로 88-15,2.0,1.0,0.0,,,,,,,,,,76.76,0.0,127.0573535,37.6117589,13
11290-32981,,지상,서울특별시 성북구 돌곶이로 88-13,2.0,1.0,0.0,,,,,,,,,,77.54,0.0,127.0571993,37.6116628,13
11110-23759,,지상,서울특별시 종로구 옥인3길 21,2.0,1.0,0.0,,,,,,,,,,100.17,0.0,126.9658252,37.5804245,13
11290-32982,,지상,서울특별시 성북구 돌곶이로 88-11,2.0,1.0,0.0,,,,,,,,,,90.14,0.0,127.0572439,37.6115903,13
11305-16368,,지상,서울특별시 강북구 덕릉로 203,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0359855,37.6366345,13
11305-100221729,,지상,서울특별시 강북구 덕릉로 10,1.0,0.0,0.0,,,,,,,,,,49.47,0.0,127.0146209,37.633744,13
11260-451,,지상,서울특별시 중랑구 동일로 569-55,,,,3.0,111.0,0.0,,,,,,,396.63,111.0,127.0791796,37.5804138,13
11290-100185247,,지상,서울특별시 성북구 월계로40길 7,5.0,3.0,3.0,,,,,,,,,,247.3,80.0,127.048374,37.6229606,13
11290-100188896,,지상,서울특별시 성북구 월계로36길 27,,,,10.0,611.0,0.0,,,,,,,248.29,805.0,127.047132,37.6206007,13
11200-7130,,지상,서울특별시 성동구 마장로39가길 34,4.0,1.0,0.0,,,,,,,,,,182.6,6.0,127.0432154,37.5668488,13
11200-7020,,지상,서울특별시 성동구 마장로37길 51-6,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.0414756,37.5701179,13
11200-7019,,지상,서울특별시 성동구 마장로37길 53,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0414976,37.5702148,13
11290-3118,,지상,서울특별시 성북구 성북로10길 6,3.0,1.0,0.0,,,,,,,,,,160.5,2.0,127.0035757,37.5918797,13
11290-34850,,지상,서울특별시 성북구 장위로 165,4.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0546337,37.6151374,13
11290-43016,,지상,서울특별시 성북구 돌곶이로 19,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0615355,37.6061797,13
11260-100242579,,지상,서울특별시 중랑구 용마산로139길 51-3,3.0,0.0,1.0,,,,,,,,,,77.27,2.0,127.0987485,37.6153803,13
11545-14093,,지상,서울특별시 금천구 금하로 751,5.0,0.0,0.0,,,,,,,,,,239.56,2.0,126.9132713,37.4502099,13
11200-21878,,지상,서울특별시 성동구 뚝섬로7길 6,4.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0566568,37.5388421,13
11545-15042,,지상,서울특별시 금천구 금하로 726,5.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9102731,37.4503799,13
11530-21510,,지상,고척동 194-27,5.0,1.0,1.0,,,,,,,,,,0.0,14.0,126.8585732,37.5059152,13
11380-3507,,지상,서울특별시 은평구 통일로 641,5.0,1.0,0.0,,,,,,,,,,247.8,4.0,126.9345622,37.6040229,13
11380-26077,,지상,서울특별시 은평구 응암로 264,6.0,1.0,1.0,,,,,,,,,,260.86,14.0,126.9188925,37.5953086,13
11380-20845,,지상,서울특별시 은평구 통일로73길 5,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9239062,37.6155669,13
11380-20807,,지상,서울특별시 은평구 통일로 815,4.0,1.0,0.0,,,,,,,,,,177.7,6.0,126.9233733,37.6164208,13
11230-23715,,지상,서울특별시 동대문구 답십리로68길 110,3.0,1.0,0.0,,,,,,,,,,135.35,2.0,127.0670322,37.5680093,13
11170-97,,지상,서울특별시 용산구 이태원로 29,,,,8.0,0.0,0.0,,,,,,,47.138,754.0,126.9784661,37.537314,13
11215-23290,,지상,서울특별시 광진구 동일로24길 82,4.0,1.0,0.0,,,,,,,,,,199.37,5.0,127.069482,37.5426155,13
11215-16932,,지상,서울특별시 광진구 능동로 49,4.0,1.0,0.0,,,,,,,,,,223.53,14.0,127.0684157,37.5358128,13
11215-23075,,지상,서울특별시 광진구 능동로 125,4.0,1.0,1.0,,,,,,,,,,204.28,7.0,127.071337,37.5421868,13
11215-1333,,지상,서울특별시 광진구 긴고랑로 57,4.0,1.0,0.0,,,,,,,,,,199.88,4.0,127.0828421,37.562301,13
11215-12087,,지상,서울특별시 광진구 아차산로 447,2.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.0919601,37.5390493,13
11110-9634,,지상,서울특별시 종로구 서순라길 39,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9934166,37.5722948,13
11290-32975,,지상,서울특별시 성북구 화랑로 255-3,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0573742,37.6114608,13
11215-13281,,지상,서울특별시 광진구 아차산로51길 88,3.0,1.0,0.0,,,,,,,,,,0.0,2.0,127.0854041,37.5408503,13
11215-19261,,지상,서울특별시 광진구 뚝섬로56길 21,4.0,1.0,0.0,,,,,,,,,,198.95,5.0,127.0827332,37.5304867,13
11290-32978,,지상,서울특별시 성북구 돌곶이로 88-7,2.0,1.0,0.0,,,,,,,,,,75.75,0.0,127.0570001,37.6115379,13
11440-100289063,,지상,서울특별시 마포구 성미산로26길 26,3.0,1.0,1.0,,,,,,,,,,137.12,4.0,126.9228339,37.5627003,13
11380-15460,,지상,서울특별시 은평구 서오릉로 168,5.0,1.0,0.0,,,,,,,,,,143.22,16.0,126.9149559,37.6128429,13
11530-1000000000000000082597,11530-1000000000000000081053,지상,서울특별시 구로구 경인로43길 49,3.0,3.0,0.0,,,,,,,,,,3.16,3333.0,126.857744,37.4992011,13
11290-32986,,지상,서울특별시 성북구 화랑로35길 11,1.0,0.0,0.0,,,,,,,,,,47.83,0.0,127.0574892,37.6119197,13
11200-17178,,지상,서울특별시 성동구 왕십리로4길 24-8,2.0,1.0,0.0,,,,,,,,,,116.0,0.0,127.0466131,37.5467428,13
11290-32985,,지상,서울특별시 성북구 돌곶이로26길 18,1.0,0.0,0.0,,,,,,,,,,77.82,0.0,127.0572922,37.6118363,13
11530-700,,지상,서울특별시 구로구 도림천로 448,,,,2.0,0.0,0.0,,,,,,,407.27,250.0,126.8990385,37.485607,13
11290-32980,,지상,서울특별시 성북구 돌곶이로26길 12,2.0,1.0,0.0,,,,,,,,,,79.28,0.0,127.0569282,37.6116522,13
11290-32979,,지상,서울특별시 성북구 돌곶이로 88-9,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0571046,37.6116549,13
11545-1000000000000000083266,,지상,서울특별시 금천구 독산로 169-1,10.0,1.0,1.0,,,,,,,,,,342.41,9.0,126.9039951,37.4624433,13
11290-21146,,지상,서울특별시 성북구 보국문로 156,4.0,1.0,0.0,,,,,,,,,,0.0,3.0,127.0040704,37.6167485,13
11200-18915,,지상,서울특별시 성동구 뚝섬로1길 53-1,4.0,1.0,0.0,,,,,,,,,,257.7,0.0,127.0474662,37.5460365,13
11710-100536922,,지상,서울특별시 송파구 석촌호수로 94,6.0,2.0,1.0,,,,,,,,,,249.39,25.0,127.0875025,37.5081397,13
11290-32966,,지상,서울특별시 성북구 돌곶이로26길 4,2.0,1.0,0.0,,,,,,,,,,98.9,0.0,127.0567037,37.6115669,13
11290-32967,,지상,서울특별시 성북구 돌곶이로26길 6,2.0,1.0,0.0,,,,,,,,,,99.2,0.0,127.0567867,37.6116369,13
11290-32971,,지상,서울특별시 성북구 화랑로 261,3.0,1.0,0.0,,,,,,,,,,138.3,0.0,127.057902,37.6115803,13
11290-15679,,지상,서울특별시 성북구 보문로 126-1,4.0,1.0,0.0,,,,,,,,,,330.18,0.0,127.0190984,37.586333,13
11290-32972,,지상,서울특별시 성북구 화랑로 259,3.0,1.0,0.0,,,,,,,,,,0.0,3.0,127.0577395,37.6114834,13
11290-32973,,지상,서울특별시 성북구 화랑로35길 5,2.0,1.0,0.0,,,,,,,,,,78.44,0.0,127.0577194,37.6116885,13
11440-27789,,지상,서울특별시 마포구 성미산로 165-7,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9247638,37.565067,13
11590-21167,,지상,서울특별시 동작구 사당로14가길 12,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9717861,37.4841797,13
11650-100298551,,지상,서울특별시 서초구 반포대로26길 63,7.0,1.0,1.0,,,,,,,,,,248.76,8.0,127.0125002,37.4914369,13
11260-100194435,,지상,서울특별시 중랑구 봉우재로57길 49-8,13.0,1.0,1.0,,,,,,,,,,575.36,5.0,127.0944544,37.596958,13
11260-11794,11260-99,지상,서울특별시 중랑구 면목로 316,3.0,1.0,0.0,,,,,,,,,,149.48,0.0,127.0883521,37.5800772,13
11590-100189772,,지상,서울특별시 동작구 동작대로 139,3.0,0.0,0.0,,,,,,,,,,143.86,4.0,126.9819578,37.4890725,13
11590-1000000000000000059702,,지상,서울특별시 동작구 사당로30길 158,5.0,0.0,1.0,,,,,,,,,,211.31,2.0,126.9805875,37.4778616,13
11290-16521,,지상,정릉동 14-9,1.0,0.0,0.0,,,,,,,,,,78.69,0.0,127.0179642,37.6025453,13
11290-27511,,지상,서울특별시 성북구 종암로 107,5.0,1.0,0.0,,,,,,,,,,0.0,3.0,127.0338649,37.599689,13
11290-3251,,지상,서울특별시 성북구 성북로4길 63,2.0,1.0,0.0,,,,,,,,,,113.56,0.0,127.0070686,37.5916775,13
11290-26442,,지상,서울특별시 성북구 종암로 66,4.0,1.0,0.0,,,,,,,,,,178.24,6.0,127.0358241,37.5963087,13
11650-3557,,지상,서울특별시 서초구 방배중앙로 83,5.0,1.0,0.0,,,,,,,,,,293.83,4.0,126.9891737,37.4868931,13
11650-3213,,지상,서울특별시 서초구 서초대로27길 57,4.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9934396,37.4904862,13
11650-14639,,지상,서울특별시 서초구 서운로6길 30,7.0,1.0,1.0,,,,,,,,,,264.44,5.0,127.0310538,37.4855133,13
11290-6660,,지상,서울특별시 성북구 동소문로 72,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.0136,37.5917774,13
11290-6816,,지상,서울특별시 성북구 동소문로13나길 15-17,5.0,1.0,0.0,,,,,,,,,,299.63,0.0,127.012818,37.5925304,13
11560-6220,,지상,서울특별시 영등포구 버드나루로8길 7,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9112056,37.5236467,13
11560-5212,,지상,서울특별시 영등포구 영중로18길 10,4.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9061246,37.5209939,13
11560-32142,,지상,서울특별시 영등포구 디지털로 397-1,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9029328,37.4923399,13
11560-14005,11560-604,지상,서울특별시 영등포구 영신로25길 5,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9013984,37.5167878,13
11560-7942,11560-685,지상,서울특별시 영등포구 양산로 146,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.899254,37.5234159,13
11560-7941,11560-685,지상,서울특별시 영등포구 양산로 146,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.899254,37.5234159,13
11560-7856,11560-2054,지상,서울특별시 영등포구 양산로 146-1,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.899254,37.5234159,13
11500-22390,,지상,서울특별시 강서구 화곡로31길 8,3.0,1.0,0.0,,,,,,,,,,159.71,0.0,126.8427952,37.5439087,13
11500-24805,,지상,서울특별시 강서구 곰달래로 212,5.0,1.0,0.0,,,,,,,,,,240.39,4.0,126.8564968,37.5313676,13
11500-25978,,지상,서울특별시 강서구 화곡로27가길 1,5.0,1.0,0.0,,,,,,,,,,181.49,3.0,126.8406584,37.5423924,13
11500-28251,,지상,서울특별시 강서구 양천로 696,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.8730785,37.5499909,13
11650-100282815,,지상,서울특별시 서초구 반포대로18길 36,,,,5.0,318.0,0.0,,,,,,,828.48,725.0,127.0116576,37.4869998,13
11230-19143,,지상,서울특별시 동대문구 망우로21길 52,5.0,1.0,1.0,,,,,,,,,,180.03,0.0,127.0598779,37.590396,13
11230-25182,,지상,서울특별시 동대문구 경동시장로12길 48,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.0432944,37.5821353,13
11650-12143,,지상,서울특별시 서초구 고무래로 4,6.0,1.0,1.0,,,,,,,,,,285.38,10.0,127.0098639,37.5040589,13
11230-26802,,지상,서울특별시 동대문구 답십리로66길 87,3.0,1.0,0.0,,,,,,,,,,141.66,9.0,127.0663178,37.5690445,13
11650-1036,,지상,서울특별시 서초구 동작대로 20,4.0,1.0,0.0,,,,,,,,,,239.56,0.0,126.9821152,37.4782305,13
11230-35379,,지상,서울특별시 동대문구 왕산로43나길 23,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0480401,37.5857811,13
11650-11200,,지상,서울특별시 서초구 강남대로101안길 2,4.0,1.0,0.0,,,,,,,,,,207.72,4.0,127.0182677,37.5168203,13
11230-4437,11230-336,지상,서울특별시 동대문구 고산자로60길 19,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0375527,37.5894144,13
11650-100204412,,지상,서울특별시 서초구 강남대로 463,15.0,3.0,2.0,,,,,,,,,,799.93,21.0,127.024458,37.5034826,13
11470-17652,,지상,서울특별시 양천구 남부순환로40길 7,4.0,1.0,0.0,,,,,,,,,,206.27,0.0,126.8281616,37.5349143,13
11650-1000000000000000077230,,지상,서울특별시 서초구 서초중앙로 40-8,2.0,2.0,1.0,,,,,,,,,,96.6,7.0,127.0167451,37.4858898,13
11500-100198568,11500-100198562,지상,서울특별시 강서구 방화대로7나길 32-22,,,,,,,늘푸른빌라,501호,지상,10.0,0.0,4.58,0.0,0.0,126.8141981,37.5573765,13
11590-18014,,지상,서울특별시 동작구 동작대로1길 40,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9792137,37.4773994,13
11590-27991,,지상,서울특별시 동작구 사당로17길 87,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9718551,37.4865874,13
11590-21984,,지상,서울특별시 동작구 동작대로17길 3,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9813406,37.4826983,13
11500-4500,,지상,서울특별시 강서구 양천로 696-1,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.8731746,37.5499464,13
11470-19742,,지상,서울특별시 양천구 남부순환로29길 7,4.0,1.0,0.0,,,,,,,,,,195.57,4.0,126.8266004,37.5400481,13
11590-12578,,지상,서울특별시 동작구 동작대로29가길 5,3.0,0.0,0.0,,,,,,,,,,174.94,0.0,126.9811937,37.4882807,13
11590-13856,,지상,서울특별시 동작구 사당로16길 21,4.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9733031,37.4824468,13
11590-17109,,지상,서울특별시 동작구 만양로14아길 6,4.0,1.0,0.0,,,,,,,,,,193.57,2.0,126.9474059,37.5118665,13
11500-8149,,지상,서울특별시 강서구 양천로67길 71-7,4.0,1.0,0.0,,,,,,,,,,243.37,3.0,126.8702082,37.5565041,13
11650-14221,,지상,서울특별시 서초구 서초대로75길 25,4.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0252471,37.4999055,13
11590-7417,,지상,서울특별시 동작구 사당로16가길 71,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9697045,37.4842773,13
11680-8035,,지상,서울특별시 강남구 역삼로 510,5.0,1.0,0.0,,,,,,,,,,239.15,6.0,127.0596986,37.5031873,13
11410-10748,,지상,서울특별시 서대문구 이화여대7길 33,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9438066,37.5586168,13
11215-74,,지상,서울특별시 광진구 아차산로 710,,,,4.0,0.0,0.0,,,,,,,20.53,15.0,127.1126641,37.5556618,13
11530-100196318,,지상,서울특별시 구로구 중앙로8길 11,,,,5.0,180.0,0.0,,,,,,,245.31,209.0,126.8632164,37.502977,13
11170-5560,,지상,서울특별시 용산구 이태원로14길 45,2.0,1.0,0.0,,,,,,,,,,97.9,0.0,126.9914309,37.5325168,13
11170-19397,,지상,서울특별시 용산구 소월로20길 65,3.0,1.0,0.0,,,,,,,,,,141.2828,0.0,126.9844138,37.5438372,13
11740-13313,,지상,서울특별시 강동구 상일로5길 8-7,3.0,1.0,0.0,,,,,,,,,,0.0,3.0,127.1725282,37.5493455,13
11740-100288342,,지상,서울특별시 강동구 상일로 55,,,,20.0,1824.0,0.0,,,,,,,244.49,2425.0,127.1687882,37.5533182,13
11305-4971,,지상,서울특별시 강북구 솔매로 93,4.0,1.0,0.0,,,,,,,,,,201.68,6.0,127.0226907,37.6254712,13
11740-557,,지상,서울특별시 강동구 천호대로 1239,,,,13.0,596.0,0.0,,,,,,,299.44,977.0,127.1486156,37.5374563,13
11170-100207258,,지상,서울특별시 용산구 효창원로 36,4.0,0.0,0.0,,,,,,,,,,178.51,0.0,126.9531901,37.5352123,0
11710-7972,,지상,서울특별시 송파구 오금로11길 27,3.0,1.0,0.0,,,,,,,,,,0.0,3.0,127.1101713,37.5152402,13
11560-13439,,지상,서울특별시 영등포구 경인로78길 14-1,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.8947089,37.5107532,13
11560-13443,11560-1020,지상,서울특별시 영등포구 경인로78길 14-2,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.8945152,37.5107068,13
11560-13444,11560-1020,지상,서울특별시 영등포구 경인로78길 14-2,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.8945152,37.5107068,13
11560-15809,,지상,서울특별시 영등포구 영등포로13길 14,4.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.8893038,37.5236918,13
11140-13334,,지상,서울특별시 중구 충무로5길 27,3.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9912349,37.5654048,13
11140-20405,,지상,서울특별시 중구 청구로 110,5.0,1.0,0.0,,,,,,,,,,296.84,4.0,127.0107376,37.561629,13
11140-22391,11140-1299,지상,서울특별시 중구 퇴계로 411,5.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0172306,37.5657846,13
