관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,지상층수,지하층수,승강기_수,주건축물수,세대수,가구수,동명칭,호_명,층_구분_코드_x,층_구분_코드_y,층_번호,면적,용적율,주차_대수,y,x,업종_idx
11110-9866,,지상,서울특별시 종로구 통일로14길 6,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9581133,37.5747972,13
11350-8054,,지상,서울특별시 노원구 동일로217가길 13,6.0,2.0,0.0,,,,,,,,,,0.0,6.0,127.059664,37.6533903,13
11200-20881,,지상,서울특별시 성동구 성수일로8길 41,5.0,0.0,0.0,,,,,,,,,,239.82,2.0,127.0550128,37.5456238,13
11350-8469,,지상,서울특별시 노원구 노해로83길 4,7.0,2.0,1.0,,,,,,,,,,357.62,11.0,127.0645701,37.6555366,13
11200-11384,,지상,서울특별시 성동구 난계로 35,6.0,1.0,1.0,,,,,,,,,,267.76,18.0,127.0244859,37.5555287,13
11140-18820,,지상,서울특별시 중구 청구로14길 12,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0121873,37.5613115,13
11350-5944,,지상,서울특별시 노원구 섬밭로 258,8.0,4.0,0.0,,,,,,,,,,372.22,453.0,127.0648461,37.6388763,13
11200-1000000000000000704221,,지상,서울특별시 성동구 상원길 26,9.0,2.0,1.0,,,,,,,,,,394.16,21.0,127.049104,37.5463289,13
11215-23150,,지상,서울특별시 광진구 능동로 103,5.0,1.0,1.0,,,,,,,,,,240.13,12.0,127.0705131,37.5403396,13
11110-9902,,지상,서울특별시 종로구 돈화문로11길 8-1,3.0,1.0,0.0,,,,,,,,,,145.84,1.0,126.9909691,37.5727883,13
11305-16241,,지상,서울특별시 강북구 도봉로 336,4.0,1.0,0.0,,,,,,,,,,189.54,0.0,127.0257077,37.6376834,13
11170-944,11170-175,지상,서울특별시 용산구 원효로97길 5,3.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9700569,37.5415779,13
11320-1138,,지상,서울특별시 도봉구 노해로 247,5.0,0.0,1.0,,,,,,,,,,235.07,5.0,127.0355973,37.6514901,13
11410-9702,,지상,서울특별시 서대문구 홍제내길 26,4.0,1.0,0.0,,,,,,,,,,0.0,9.0,126.9368778,37.5837964,13
11530-18681,,지상,서울특별시 구로구 경서로 62-1,2.0,0.0,0.0,,,,,,,,,,133.59,0.0,126.859657,37.5023536,13
11110-100220965,,지상,서울특별시 종로구 율곡로16길 16,8.0,2.0,1.0,,,,,,,,,,412.6458,1.0,127.0034951,37.5752672,13
11110-24782,,지상,서울특별시 종로구 서순라길 27-5,4.0,1.0,0.0,,,,,,,,,,192.34,1.0,126.9934255,37.5720258,13
11530-100255067,,지상,서울특별시 구로구 연동로 233,,,,8.0,419.0,0.0,,,,,,,217.36,661.0,126.8208925,37.4811919,13
11350-10571,11350-100181384,지상,서울특별시 노원구 동일로230가길 57,2.0,0.0,0.0,,,,,,,,,,62.76,7.0,127.0566755,37.6739404,13
11350-100181385,11350-100181384,지상,서울특별시 노원구 동일로230가길 57,6.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0566755,37.6739404,13
11545-100239511,,지상,서울특별시 금천구 시흥대로73길 67,14.0,6.0,6.0,,,,,,,,,,541.42,190.0,126.8957474,37.4559426,13
11215-9298,,지상,서울특별시 광진구 천호대로 590,5.0,1.0,1.0,,,,,,,,,,199.8,6.0,127.0830854,37.5554128,13
11530-100255243,11530-100255067,지상,서울특별시 구로구 연동로 233,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.8208925,37.4811919,13
11350-12094,,지상,서울특별시 노원구 동일로243길 17,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0540975,37.6782831,13
11350-13015,,지상,서울특별시 노원구 노해로 485,7.0,3.0,1.0,,,,,,,,,,395.94,20.0,127.0619421,37.6548787,13
11170-19081,,지상,서울특별시 용산구 한강대로39길 20,4.0,1.0,0.0,,,,,,,,,,187.51,4.0,126.9681306,37.5311608,13
11530-100255255,11530-100255067,지상,서울특별시 구로구 연동로 233,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.8208925,37.4811919,13
11530-11233,,지상,서울특별시 구로구 가마산로 204,3.0,0.0,0.0,,,,,,,,,,63.57,4.0,126.8838357,37.4928825,13
11110-25720,,지상,서울특별시 종로구 비봉2길 6,2.0,1.0,0.0,,,,,,,,,,59.62,3.0,126.9568148,37.6104299,13
11110-19368,,지상,서울특별시 종로구 난계로29길 18,4.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0222529,37.5744775,13
11110-14190,,지상,서울특별시 종로구 창경궁로16길 41,5.0,1.0,0.0,,,,,,,,,,225.83,2.0,126.999686,37.5747202,13
11110-1145,11110-444,지상,숭인동 680-0,3.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.0216585,37.5779572,13
11680-19291,,지상,서울특별시 강남구 언주로98길 9,6.0,1.0,0.0,,,,,,,,,,271.44,5.0,127.0426254,37.5051363,13
11680-19869,,지상,서울특별시 강남구 논현로127길 7,5.0,1.0,1.0,,,,,,,,,,239.13,5.0,127.0304067,37.5129819,13
11680-19954,,지상,서울특별시 강남구 도산대로 169,7.0,1.0,1.0,,,,,,,,,,433.16,3.0,127.0269067,37.5196064,13
11110-19923,,지상,서울특별시 종로구 통일로14길 6-2,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.958239,37.5747363,13
11680-20900,,지상,서울특별시 강남구 논현로76길 28,3.0,1.0,0.0,,,,,,,,,,171.73,0.0,127.0410641,37.4974859,13
11230-30818,,지상,서울특별시 동대문구 경희대로3길 10,5.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0518507,37.5928239,13
11230-31833,,지상,서울특별시 동대문구 홍릉로1길 26,2.0,0.0,0.0,,,,,,,,,,81.5,1.0,127.0434041,37.5808107,13
11110-18807,,지상,서울특별시 종로구 북촌로5길 18,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9840311,37.5794909,13
11230-5761,11230-1180,지상,서울특별시 동대문구 사가정로 148,5.0,2.0,2.0,,,,,,,,,,0.0,97.0,127.0605491,37.5769111,13
11230-5945,11230-101520046,지상,서울특별시 동대문구 답십리로 9,7.0,2.0,1.0,,,,,,,,,,311.4,0.0,127.0435286,37.5784693,13
11680-16770,,지상,서울특별시 강남구 일원로9길 12,5.0,1.0,0.0,,,,,,,,,,248.01,6.0,127.0825833,37.4894852,13
11620-10502,,지상,서울특별시 관악구 봉천로 508,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9555347,37.4805774,13
11110-100208045,,지상,서울특별시 종로구 인사동길 15-7,3.0,0.0,0.0,,,,,,,,,,185.0282,0.0,126.9862422,37.5721089,13
11680-4802,,지상,서울특별시 강남구 선릉로157길 12,5.0,1.0,0.0,,,,,,,,,,0.0,7.0,127.039028,37.5261109,13
11680-48446,11680-1500,지상,서울특별시 강남구 압구정로11길 17,,,,,,,2,1209호,지상,20.0,3.0,30.55,0.0,0.0,127.0205117,37.5255373,13
11680-58558,11680-2367,지상,서울특별시 강남구 테헤란로79길 42,,,,,,,101동,602,지상,10.0,2.0,0.23,0.0,0.0,127.054396,37.5096492,13
11680-6060,,지상,서울특별시 강남구 논현로76길 28-1,3.0,1.0,0.0,,,,,,,,,,127.47,4.0,127.0411763,37.4973694,13
11680-6175,,지상,서울특별시 강남구 언주로97길 16,3.0,1.0,0.0,,,,,,,,,,148.89,3.0,127.0399643,37.5053001,13
11110-1000000000000001499439,,지상,서울특별시 종로구 자하문로10길 1,5.0,0.0,1.0,,,,,,,,,,199.73,2.0,126.9717183,37.5796428,13
11410-20732,,지상,서울특별시 서대문구 모래내로 301,4.0,1.0,0.0,,,,,,,,,,0.0,5.0,126.9309531,37.5785885,13
11410-12557,,지상,서울특별시 서대문구 연세로5나길 24,4.0,1.0,0.0,,,,,,,,,,0.0,2.0,126.9348603,37.5570525,13
11470-5748,,지상,서울특별시 양천구 신정중앙로 92,4.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.8618503,37.5263086,13
11410-8723,,지상,서울특별시 서대문구 간호대로1길 24,5.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9482893,37.5955992,13
11410-29813,,지상,서울특별시 서대문구 거북골로 31-1,3.0,1.0,0.0,,,,,,,,,,182.7673,0.0,126.9241891,37.5795473,13
11410-100198914,,지상,서울특별시 서대문구 명물길 14,6.0,0.0,1.0,,,,,,,,,,245.55,2.0,126.9376726,37.5575377,13
11410-1000000000000001490012,,지상,서울특별시 서대문구 통일로9길 5,4.0,0.0,0.0,,,,,,,,,,238.8158,0.0,126.9647145,37.5671724,13
11470-19178,,지상,서울특별시 양천구 오목로42길 5,5.0,1.0,0.0,,,,,,,,,,194.11,0.0,126.8603893,37.5249974,13
11710-100223134,11710-100223103,지상,서울특별시 송파구 올림픽로 435,,,,,,,225동,803,지상,20.0,1.0,32.06,0.0,0.0,127.1086482,37.5212331,13
11110-24839,,지상,서울특별시 종로구 혜화로 45-6,1.0,0.0,0.0,,,,,,,,,,39.98,0.0,126.9988498,37.5895803,13
11740-100295743,,지상,서울특별시 강동구 천호대로176길 22,5.0,1.0,1.0,,,,,,,,,,184.26,6.0,127.1359438,37.533478,13
11740-100267312,11740-100264882,지상,서울특별시 강동구 고덕로 385,4.0,3.0,2.0,,,,,,,,,,0.0,0.0,127.1684125,37.5573672,13
11740-100262453,11740-100260902,지상,서울특별시 강동구 구천면로 640,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.1690858,37.5502858,13
11740-100260902,,지상,서울특별시 강동구 상암로79길 88,,,,22.0,1859.0,0.0,,,,,,,249.9213,2392.0,127.1673481,37.5492965,13
11650-5764,,지상,서울특별시 서초구 동광로 1,4.0,1.0,0.0,,,,,,,,,,206.42,3.0,126.9830337,37.4910819,13
11260-1000000000000001225189,,지상,서울특별시 중랑구 겸재로36길 14,4.0,0.0,0.0,,,,,,,,,,159.65,1.0,127.0860033,37.5873615,13
11680-9892,,지상,서울특별시 강남구 논현로28길 36,1.0,0.0,0.0,,,,,,,,,,49.95,1.0,127.0451368,37.4838643,13
11680-8241,,지상,서울특별시 강남구 도산대로99길 27,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0511538,37.5262612,13
11440-26804,,지상,서울특별시 마포구 망원로11길 29,4.0,1.0,0.0,,,,,,,,,,193.13,4.0,126.9063144,37.5589619,13
11530-100246173,,지상,서울특별시 구로구 연동로 191-5,,,,3.0,276.0,0.0,,,,,,,210.0,207.0,126.8228516,37.4780546,13
11530-100253985,11530-100253427,지상,서울특별시 구로구 항동로 42,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.8254874,37.4779402,13
11530-100253427,,지상,서울특별시 구로구 항동로 42,,,,10.0,634.0,0.0,,,,,,,179.31,823.0,126.8254874,37.4779402,13
11380-100233729,11380-100233646,지상,서울특별시 은평구 백련산로 36,0.0,3.0,0.0,,,,,,,,,,0.0,0.0,126.9242925,37.5882207,13
11530-100267747,,지상,서울특별시 구로구 연동로 195,5.0,2.0,2.0,,,,,,,,,,246.6,21.0,126.822785,37.4785849,13
11530-100251987,,지상,서울특별시 구로구 연동로 234,,,,7.0,646.0,0.0,,,,,,,216.63,743.0,126.822246,37.4819909,13
11530-100252541,11530-100251987,지상,서울특별시 구로구 연동로 234,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.822246,37.4819909,13
11530-100255610,,지상,서울특별시 구로구 항동로3길 6,7.0,2.0,2.0,,,,,,,,,,349.99,24.0,126.8242639,37.4808134,13
11680-11640,,지상,서울특별시 강남구 강남대로162길 43,6.0,1.0,1.0,,,,,,,,,,266.64,10.0,127.0218356,37.5210759,13
11680-10576,,지상,서울특별시 강남구 언주로151길 20,5.0,1.0,0.0,,,,,,,,,,192.09,4.0,127.0316728,37.5218887,13
11680-10309,,지상,서울특별시 강남구 봉은사로6길 26,5.0,1.0,1.0,,,,,,,,,,199.73,6.0,127.0271337,37.5033238,13
11710-11235,,지상,서울특별시 송파구 문정로4길 16,3.0,1.0,0.0,,,,,,,,,,0.0,3.0,127.1260062,37.4848728,13
11680-100308123,,지상,서울특별시 강남구 선릉로138길 24,5.0,1.0,1.0,,,,,,,,,,196.82,3.0,127.042472,37.5192329,13
11440-33485,,지상,서울특별시 마포구 월드컵북로42다길 28-5,4.0,0.0,0.0,,,,,,,,,,205.8,2.0,126.8968767,37.5764028,13
11215-26087,,지상,서울특별시 광진구 동일로 254,3.0,1.0,0.0,,,,,,,,,,0.0,3.0,127.0710424,37.5541208,13
11260-30556,,지상,서울특별시 중랑구 용마산로125나길 23,5.0,1.0,0.0,,,,,,,,,,225.06,5.0,127.0992449,37.6036494,13
11710-15304,,지상,서울특별시 송파구 성내천로 322-3,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.1560886,37.4920261,13
11290-1000000000000000754838,,지상,서울특별시 성북구 보문로13나길 27,4.0,1.0,1.0,,,,,,,,,,171.6,3.0,127.0222962,37.5790136,13
11290-11774,,지상,서울특별시 성북구 아리랑로 40,5.0,1.0,0.0,,,,,,,,,,194.77,0.0,127.0156333,37.5963584,13
11200-100245917,,지상,서울특별시 성동구 서울숲2길 36,4.0,1.0,1.0,,,,,,,,,,179.34,5.0,127.0424585,37.5465108,13
11710-3341,11710-646,지상,서울특별시 송파구 오금로54길 10,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.1406364,37.4931374,13
11710-17496,,지상,서울특별시 송파구 동남로 303-8,5.0,1.0,1.0,,,,,,,,,,263.26,6.0,127.1373777,37.5027599,13
11740-21798,,지상,서울특별시 강동구 양재대로110길 20,5.0,1.0,0.0,,,,,,,,,,285.79,8.0,127.1403813,37.5353087,13
11710-17977,,지상,서울특별시 송파구 오금로21길 20,3.0,1.0,0.0,,,,,,,,,,163.7581,3.0,127.1150582,37.51091,13
11320-2233,,지상,서울특별시 도봉구 도봉로131길 90,3.0,1.0,0.0,,,,,,,,,,157.47,5.0,127.0332659,37.6565487,13
11305-27539,,지상,서울특별시 강북구 노해로 114,4.0,1.0,0.0,,,,,,,,,,184.6,0.0,127.0243816,37.6453263,13
11305-100229952,,지상,서울특별시 강북구 도봉로 34-8,10.0,0.0,1.0,,,,,,,,,,532.86,3.0,127.0308153,37.6122736,13
11200-21100,,지상,서울특별시 성동구 광나루로4길 8,3.0,0.0,0.0,,,,,,,,,,199.97,0.0,127.0538826,37.5496805,13
11560-100197154,,지상,서울특별시 영등포구 가마산로 337,7.0,1.0,1.0,,,,,,,,,,249.38,12.0,126.8966772,37.4995679,13
11200-22552,,지상,서울특별시 성동구 둘레15길 23,3.0,1.0,0.0,,,,,,,,,,130.31,0.0,127.0553244,37.5368873,13
11200-23965,,지상,서울특별시 성동구 광나루로11길 50,3.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.0685247,37.5519507,13
11230-21323,,지상,서울특별시 동대문구 무학로28길 18,4.0,1.0,0.0,,,,,,,,,,0.0,3.0,127.0317594,37.5745237,13
11230-100265995,,지상,서울특별시 동대문구 휘경로 13,11.0,2.0,2.0,,,,,,,,,,330.5,31.0,127.0617165,37.5960086,13
11740-100234775,11740-100233584,지상,서울특별시 강동구 아리수로50길 50,4.0,3.0,3.0,,,,,,,,,,0.0,0.0,127.1489063,37.559109,13
11710-8357,,지상,서울특별시 송파구 올림픽로 611,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.1223278,37.5364218,13
11710-100171686,,지상,서울특별시 송파구 충민로2길 34,5.0,2.0,1.0,,,,,,,,,,295.34,14.0,127.1275208,37.4768429,13
11740-100199036,,지상,서울특별시 강동구 성안로3길 117,7.0,1.0,1.0,,,,,,,,,,199.99,7.0,127.1235603,37.5279648,13
11710-7259,,지상,서울특별시 송파구 가락로 85,4.0,1.0,0.0,,,,,,,,,,192.8,3.0,127.1057694,37.5007342,13
11200-1000000000000001488625,,지상,서울특별시 성동구 성수일로12가길 25-6,7.0,1.0,1.0,,,,,,,,,,349.5,4.0,127.0526,37.5501736,13
11680-18085,,지상,서울특별시 강남구 개포로140길 14,6.0,1.0,1.0,,,,,,,,,,286.39,8.0,127.0861456,37.4946592,13
11680-5081,,지상,서울특별시 강남구 논현로28길 50,4.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0458825,37.4844329,13
11620-32695,,지상,서울특별시 관악구 남부순환로 1848-6,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9551364,37.4799157,13
11680-1000000000000001484522,,지상,서울특별시 강남구 도산대로62길 15,5.0,2.0,1.0,,,,,,,,,,199.45,5.0,127.0431336,37.5224052,13
11680-1000000000000001484405,,지상,서울특별시 강남구 학동로77길 48,5.0,1.0,1.0,,,,,,,,,,198.08,4.0,127.048072,37.521845,13
11440-25998,,지상,서울특별시 마포구 포은로 136,4.0,1.0,0.0,,,,,,,,,,177.84,0.0,126.9036242,37.5589259,13
11440-20138,,지상,서울특별시 마포구 독막로3길 29,3.0,1.0,0.0,,,,,,,,,,145.62,3.0,126.9170945,37.5496866,13
11440-16976,,지상,서울특별시 마포구 서강로9길 59,4.0,1.0,0.0,,,,,,,,,,176.38,0.0,126.930383,37.5544083,13
11500-1000000000000001499683,,지상,서울특별시 강서구 개화동로5길 9-16,2.0,1.0,0.0,,,,,,,,,,97.04,4.0,126.7993443,37.5818329,13
11440-100219533,,지상,서울특별시 마포구 양화로 78-9,7.0,2.0,1.0,,,,,,,,,,299.47,10.0,126.9175598,37.5514314,13
11440-1000000000000001499855,,지상,서울특별시 마포구 마포대로8길 35,4.0,0.0,1.0,,,,,,,,,,188.16,4.0,126.9550433,37.5460061,13
11680-1000000000000001416901,,지상,서울특별시 강남구 봉은사로51길 46,5.0,1.0,1.0,,,,,,,,,,197.48,4.0,127.0419969,37.5130789,13
11380-30140,,지상,서울특별시 은평구 서오릉로 131,8.0,1.0,1.0,,,,,,,,,,350.13,13.0,126.917949,37.6105327,13
11380-28047,,지상,서울특별시 은평구 응암로12길 27,3.0,1.0,0.0,,,,,,,,,,0.0,1.0,126.9197723,37.5873619,13
11320-15422,,지상,서울특별시 도봉구 도당로19가길 14,3.0,1.0,0.0,,,,,,,,,,135.99,2.0,127.0404776,37.6704663,13
11380-17092,,지상,서울특별시 은평구 연서로29길 8-8,7.0,3.0,1.0,,,,,,,,,,372.03,21.0,126.919749,37.6189779,13
11380-15293,,지상,서울특별시 은평구 연서로27길 12,5.0,1.0,0.0,,,,,,,,,,243.41,8.0,126.9182195,37.6180768,13
11470-18336,,지상,서울특별시 양천구 목동동로 65,11.0,1.0,2.0,,,,,,,,,,566.66,41.0,126.8621824,37.5155786,13
11680-20770,,지상,서울특별시 강남구 선릉로148길 21,6.0,1.0,0.0,,,,,,,,,,248.07,5.0,127.0413776,37.5227353,13
11650-8505,,지상,서울특별시 서초구 바우뫼로20길 25,6.0,1.0,1.0,,,,,,,,,,281.44,8.0,127.0341102,37.4741147,13
11650-8846,,지상,서울특별시 서초구 언남길 43,4.0,1.0,0.0,,,,,,,,,,194.98,4.0,127.0422987,37.473194,13
11650-12004,,지상,서울특별시 서초구 신반포로 177,5.0,1.0,0.0,,,,,,,,,,207.5,0.0,127.0034174,37.5060987,13
11260-24301,,지상,서울특별시 중랑구 중랑역로 159,4.0,1.0,0.0,,,,,,,,,,178.49,2.0,127.0764276,37.6075644,13
11470-18255,,지상,서울특별시 양천구 중앙로 265,4.0,1.0,1.0,,,,,,,,,,192.03,14.0,126.852709,37.5199292,13
11470-17325,,지상,서울특별시 양천구 오목로 312,6.0,1.0,1.0,,,,,,,,,,299.79,49.0,126.8720135,37.5246875,13
11470-14396,,지상,서울특별시 양천구 신월로24길 6,3.0,1.0,1.0,,,,,,,,,,135.27,18.0,126.8463551,37.5209882,13
11650-100207900,,지상,서울특별시 서초구 서초대로48길 84,4.0,1.0,1.0,,,,,,,,,,199.57,9.0,127.0124056,37.4892441,13
11560-100212556,,지상,서울특별시 영등포구 영등포로 81-1,2.0,0.0,0.0,,,,,,,,,,75.51,0.0,126.8907604,37.5223661,13
11710-22567,,지상,서울특별시 송파구 오금로36길 17,5.0,1.0,0.0,,,,,,,,,,215.6955,4.0,127.1249739,37.5019807,13
11710-15087,,지상,서울특별시 송파구 송이로27길 5-15,6.0,1.0,1.0,,,,,,,,,,249.8,7.0,127.1250085,37.4937,13
11470-100215185,,지상,서울특별시 양천구 신월로 328,4.0,0.0,1.0,,,,,,,,,,135.46,24.0,126.8575283,37.521392,13
11680-100276743,,지상,서울특별시 강남구 언주로135길 21,4.0,2.0,1.0,,,,,,,,,,149.66,9.0,127.0334316,37.5166791,13
11710-15243,,지상,서울특별시 송파구 도곡로62길 11,3.0,1.0,0.0,,,,,,,,,,149.29,7.0,127.0776806,37.5042055,13
11710-25346,,지상,서울특별시 송파구 백제고분로39길 11,1.0,1.0,0.0,,,,,,,,,,49.46,2.0,127.1047516,37.5053852,13
11500-3944,11500-226,지상,서울특별시 강서구 화곡로 191,4.0,3.0,0.0,,,,,,,,,,0.0,0.0,126.8422746,37.5429423,13
11500-24765,,지상,서울특별시 강서구 까치산로 127,3.0,1.0,0.0,,,,,,,,,,150.12,0.0,126.8507583,37.5491802,13
11650-9512,,지상,서울특별시 서초구 강남대로8길 66-16,3.0,1.0,0.0,,,,,,,,,,178.58,3.0,127.0445524,37.4689978,13
11500-1450,11500-472,지상,서울특별시 강서구 화곡로13길 104,4.0,0.0,0.0,,,,,,,,,,96.8988,0.0,126.8330883,37.5445567,13
11470-100236699,11470-100236628,지상,서울특별시 양천구 남부순환로83길 47,2.0,2.0,0.0,,,,,,,,,,0.0,0.0,126.8445768,37.518846,13
11500-100309152,,지상,서울특별시 강서구 화곡로26가길 18,4.0,0.0,1.0,,,,,,,,,,199.2,2.0,126.8391297,37.5407359,13
11680-100310863,,지상,서울특별시 강남구 논현로139길 43,4.0,2.0,1.0,,,,,,,,,,146.44,8.0,127.0262746,37.5152672,13
11680-100302843,,지상,서울특별시 강남구 삼성로100길 21,5.0,2.0,1.0,,,,,,,,,,199.73,12.0,127.0572049,37.5100765,13
11680-100305780,,지상,서울특별시 강남구 강남대로 652,15.0,5.0,7.0,,,,,,,,,,290.32,238.0,127.0190762,37.5196035,13
11680-100307423,,지상,서울특별시 강남구 언주로153길 9,6.0,1.0,1.0,,,,,,,,,,249.94,5.0,127.0323746,37.5226099,13
11680-18132,,지상,서울특별시 강남구 논현로161길 21,5.0,0.0,0.0,,,,,,,,,,264.4,6.0,127.0263289,37.5234664,13
11680-100287085,,지상,서울특별시 강남구 언주로104길 12-1,4.0,1.0,1.0,,,,,,,,,,149.7537,7.0,127.0415991,37.5072409,13
11680-14545,,지상,서울특별시 강남구 남부순환로 2911,5.0,2.0,1.0,,,,,,,,,,244.25,27.0,127.0579693,37.4924379,13
11680-11768,,지상,서울특별시 강남구 도산대로53길 13,3.0,1.0,0.0,,,,,,,,,,120.97,5.0,127.0382819,37.5240582,13
11530-19287,,지상,서울특별시 구로구 구로중앙로 12,4.0,1.0,0.0,,,,,,,,,,184.8,4.0,126.892441,37.4914779,13
11680-11039,,지상,서울특별시 강남구 강남대로100길 38,2.0,1.0,0.0,,,,,,,,,,67.28,1.0,127.0291372,37.5020918,13
11650-17221,,지상,서울특별시 서초구 강남대로 405,15.0,4.0,4.0,,,,,,,,,,755.69,53.0,127.0267117,37.4987858,13
11680-100266894,,지상,서울특별시 강남구 강남대로140길 26,4.0,2.0,1.0,,,,,,,,,,149.74,8.0,127.0227595,37.5140378,13
11530-23209,,지상,서울특별시 구로구 디지털로32나길 34,7.0,1.0,1.0,,,,,,,,,,308.06,13.0,126.9010503,37.4843328,13
11650-11372,,지상,서울특별시 서초구 강남대로97길 23,5.0,1.0,0.0,,,,,,,,,,254.77,5.0,127.0184872,37.5144684,13
11680-21137,,지상,서울특별시 강남구 도산대로6길 10,5.0,1.0,0.0,,,,,,,,,,263.41,12.0,127.021523,37.5159829,13
11680-1000000000000001499857,,지상,서울특별시 강남구 봉은사로29길 12,5.0,2.0,1.0,,,,,,,,,,199.05,5.0,127.0346514,37.5085698,13
11545-6987,,지상,서울특별시 금천구 시흥대로153길 75,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.8944556,37.4764789,13
11680-100265914,,지상,서울특별시 강남구 도산대로85길 13,5.0,1.0,1.0,,,,,,,,,,199.75,5.0,127.0489644,37.5255342,13
11545-7698,,지상,서울특별시 금천구 벚꽃로46길 1,2.0,1.0,0.0,,,,,,,,,,95.59,2.0,126.8825887,37.4829623,13
11680-17233,,지상,서울특별시 강남구 테헤란로81길 38,1.0,0.0,0.0,,,,,,,,,,59.89,2.0,127.0565496,37.5094405,13
11410-12331,,지상,서울특별시 서대문구 연세로 23,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9367086,37.557764,13
11650-1000000000000001496183,,지상,서울특별시 서초구 강남대로97길 10,5.0,2.0,1.0,,,,,,,,,,201.85,6.0,127.019096,37.5147589,13
11590-100201761,11590-100200880,지상,서울특별시 동작구 상도로 346-1,2.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9511563,37.4958315,13
11440-100246059,11440-100246058,지상,서울특별시 마포구 마포대로 92,8.0,2.0,6.0,,,,,,,,,,74.8965,0.0,126.9521969,37.5425431,13
11620-1000000000000001419980,,지상,서울특별시 관악구 봉천로 433-14,5.0,0.0,0.0,,,,,,,,,,246.61,0.0,126.9486825,37.4829634,13
11590-22091,,지상,서울특별시 동작구 만양로6길 26,5.0,1.0,1.0,,,,,,,,,,198.04,7.0,126.9470667,37.5090702,13
11410-30290,,지상,서울특별시 서대문구 증가로10길 35,5.0,1.0,0.0,,,,,,,,,,212.58,4.0,126.9240002,37.5788327,13
11410-12556,,지상,서울특별시 서대문구 연세로5가길 29,5.0,1.0,0.0,,,,,,,,,,245.9,4.0,126.9350255,37.5571984,13
11620-19450,,지상,서울특별시 관악구 남부순환로 1551,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9228735,37.4836009,13
11620-24740,,지상,서울특별시 관악구 봉천로 459,4.0,1.0,0.0,,,,,,,,,,178.17,0.0,126.9511208,37.482573,13
11620-26706,,지상,서울특별시 관악구 대학길 22,6.0,1.0,0.0,,,,,,,,,,260.39,4.0,126.9378086,37.4697724,13
11560-9929,,지상,서울특별시 영등포구 양평로 18,4.0,1.0,0.0,,,,,,,,,,194.33,7.0,126.9042453,37.5330062,13
11560-8217,,지상,서울특별시 영등포구 영등포로 116,5.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.8942177,37.5214093,13
11560-34141,,지상,서울특별시 영등포구 도림로 126,5.0,1.0,0.0,,,,,,,,,,227.19,6.0,126.8964715,37.4923997,13
11560-13048,,지상,서울특별시 영등포구 도신로 89,4.0,1.0,1.0,,,,,,,,,,201.64,13.0,126.9021124,37.5072804,13
11650-1022,,지상,서울특별시 서초구 동작대로 34,2.0,0.0,0.0,,,,,,,,,,71.85,0.0,126.9821336,37.4795385,13
11620-100200084,,지상,서울특별시 관악구 신림로64길 75,6.0,1.0,1.0,,,,,,,,,,331.89,0.0,126.9338518,37.4856645,13
11545-4490,,지상,서울특별시 금천구 독산로 134,7.0,1.0,0.0,,,,,,,,,,276.13,11.0,126.9052583,37.4592862,13
11710-18780,,지상,서울특별시 송파구 오금로64나길 18,3.0,1.0,0.0,,,,,,,,,,0.0,2.0,127.1489894,37.4913436,13
11680-19057,,지상,서울특별시 강남구 테헤란로37길 13-7,5.0,2.0,0.0,,,,,,,,,,270.85,4.0,127.0401304,37.5027905,13
11680-1670,11680-211,지상,서울특별시 강남구 삼성로 212,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0650701,37.4977415,13
