관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,지상층수,지하층수,승강기_수,주건축물수,세대수,가구수,동명칭,호_명,층_구분_코드_x,층_구분_코드_y,층_번호,면적,용적율,주차_대수
11350-100222368,,지상,서울특별시 노원구 수락산로 212-12,5.0,0.0,1.0,,,,,,,,,,235.91,2.0
11530-15992,,지상,서울특별시 구로구 고척로6길 58-4,4.0,0.0,0.0,,,,,,,,,,0.0,0.0
11530-15994,,지상,서울특별시 구로구 개봉로18길 35,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11320-100202980,,지상,서울특별시 도봉구 방학로 106,6.0,1.0,1.0,,,,,,,,,,230.08,8.0
11320-12045,,지상,서울특별시 도봉구 도봉로118길 34,4.0,1.0,0.0,,,,,,,,,,0.0,0.0
11320-1247,,지상,서울특별시 도봉구 도봉로 475,4.0,1.0,0.0,,,,,,,,,,0.0,6.0
11680-100244849,,지상,자곡동 619-0,,,,8.0,1339.0,0.0,,,,,,,177.05,1590.0
11320-5455,,지상,서울특별시 도봉구 해등로 312-3,4.0,1.0,0.0,,,,,,,,,,192.67,0.0
11680-100256370,,지상,서울특별시 강남구 밤고개로21길 71,4.0,1.0,1.0,,,,,,,,,,199.4,15.0
11680-100312245,,지상,서울특별시 강남구 압구정로 441,4.0,2.0,1.0,,,,,,,,,,133.26,8.0
11305-21229,,지상,서울특별시 강북구 한천로139길 33,4.0,1.0,0.0,,,,,,,,,,238.45,0.0
11680-100312863,,지상,서울특별시 강남구 봉은사로61길 16,5.0,1.0,1.0,,,,,,,,,,189.02,5.0
11680-100312883,,지상,서울특별시 강남구 선릉로148길 52-5,5.0,1.0,1.0,,,,,,,,,,190.08,4.0
11350-8025,,지상,서울특별시 노원구 동일로 1007,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11470-20319,,지상,서울특별시 양천구 신월로 208,5.0,1.0,0.0,,,,,,,,,,210.67,5.0
11470-8489,,지상,서울특별시 양천구 신월로15길 13,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11260-100266050,,지상,서울특별시 중랑구 용마산로136길 160,,,,6.0,490.0,0.0,,,,,,,179.8,609.0
11380-23108,,지상,서울특별시 은평구 은평로11길 12-14,6.0,1.0,1.0,,,,,,,,,,297.38,5.0
11380-20726,,지상,서울특별시 은평구 연서로 230-4,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11380-32955,,지상,서울특별시 은평구 서오릉로 139,8.0,1.0,1.0,,,,,,,,,,399.23,16.0
11380-26403,,지상,서울특별시 은평구 가좌로10길 33-1,1.0,1.0,0.0,,,,,,,,,,0.0,0.0
11260-100232257,,지상,묵동 57-1,,,,3.0,0.0,11.0,,,,,,,168.89,20.0
11620-13989,,지상,서울특별시 관악구 남부순환로 1597-2,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11620-21788,,지상,서울특별시 관악구 양녕로 70,4.0,1.0,0.0,,,,,,,,,,169.4,3.0
11410-8757,,지상,서울특별시 서대문구 세검정로 100-18,5.0,1.0,0.0,,,,,,,,,,0.0,0.0
11410-18844,,지상,서울특별시 서대문구 홍은중앙로 89,5.0,1.0,1.0,,,,,,,,,,223.9,12.0
11560-24608,,지상,서울특별시 영등포구 도림로 268,4.0,1.0,0.0,,,,,,,,,,163.41,0.0
11680-48528,11680-1510,지상,서울특별시 강남구 압구정로 151,,,,,,,101,304호,지상,20.0,3.0,35.29,0.0,0.0
11380-22737,,지상,서울특별시 은평구 은평로16나길 2,0.0,1.0,0.0,,,,,,,,,,0.0,0.0
11215-207,,지상,서울특별시 광진구 광장로1길 1,,,,2.0,0.0,0.0,,,,,,,95.84,49.0
11350-738,,지상,서울특별시 노원구 노원로 29,,,,10.0,432.0,0.0,,,,,,,0.0,0.0
11500-18759,,지상,서울특별시 강서구 화곡로61길 130,5.0,1.0,1.0,,,,,,,,,,271.73,7.0
11290-30213,11290-100264831,지상,서울특별시 성북구 동소문로 304,5.0,1.0,1.0,,,,,,,,,,75.18,0.0
11290-25452,,지상,서울특별시 성북구 삼양로13길 45,4.0,1.0,0.0,,,,,,,,,,156.6,0.0
11290-23673,,지상,서울특별시 성북구 길음로 2,5.0,1.0,1.0,,,,,,,,,,285.76,0.0
11680-100311883,,지상,서울특별시 강남구 강남대로106길 11,6.0,2.0,1.0,,,,,,,,,,198.26,8.0
11470-4888,,지상,서울특별시 양천구 은행정로5길 46-3,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11470-11423,,지상,서울특별시 양천구 신정중앙로 35,1.0,0.0,0.0,,,,,,,,,,28.83,8.0
11470-583,,지상,서울특별시 양천구 신정로 300,,,,6.0,361.0,0.0,,,,,,,281.87,593.0
11500-100197015,11500-100197013,지상,서울특별시 강서구 곰달래로15가길 45,,,,,,,,201호,지상,10.0,2.0,10.86,0.0,0.0
11140-9249,,지상,서울특별시 중구 퇴계로56가길 10,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11140-24311,,지상,서울특별시 중구 세종대로11길 27,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11140-22903,,지상,서울특별시 중구 퇴계로85길 21-5,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11140-14236,11140-1202,지상,서울특별시 중구 을지로14길 30,5.0,1.0,0.0,,,,,,,,,,238.52,1.0
11140-12668,,지상,서울특별시 중구 을지로32길 24,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11170-100205557,,지상,서울특별시 용산구 후암로28라길 16,5.0,0.0,0.0,,,,,,,,,,194.32,2.0
11500-100224569,11500-100224560,지상,서울특별시 강서구 강서로45다길 7,,,,,,,102동,401호,지상,40.0,0.0,2.57,0.0,0.0
11305-24146,,지상,서울특별시 강북구 인수봉로52가길 28,3.0,1.0,0.0,,,,,,,,,,147.25,2.0
11650-11234,,지상,서울특별시 서초구 나루터로15길 14,4.0,1.0,0.0,,,,,,,,,,197.85,2.0
11650-13258,,지상,서울특별시 서초구 사평대로55길 21-2,5.0,1.0,0.0,,,,,,,,,,231.88,4.0
11650-9292,,지상,서울특별시 서초구 마방로2길 49,4.0,1.0,0.0,,,,,,,,,,182.39,5.0
11650-9415,,지상,서울특별시 서초구 동산로 30,6.0,1.0,1.0,,,,,,,,,,325.98,10.0
11230-100267495,,지상,서울특별시 동대문구 제기로 44-4,4.0,0.0,1.0,,,,,,,,,,173.54,2.0
11230-100269142,11230-100268395,지상,서울특별시 동대문구 무학로 89,4.0,1.0,1.0,,,,,,,,,,0.0,0.0
11230-100269144,11230-100268395,지상,서울특별시 동대문구 무학로 69,2.0,0.0,1.0,,,,,,,,,,0.0,0.0
11680-100193347,,지상,서울특별시 강남구 논현로131길 30,4.0,2.0,1.0,,,,,,,,,,199.52,11.0
11680-100243809,,지상,서울특별시 강남구 학동로47길 21,4.0,1.0,1.0,,,,,,,,,,194.43,5.0
11680-100210547,,지상,서울특별시 강남구 영동대로118길 66,6.0,1.0,1.0,,,,,,,,,,199.88,7.0
11290-7462,,지상,서울특별시 성북구 삼선교로2길 11,4.0,1.0,0.0,,,,,,,,,,170.33,2.0
11680-100311623,,지상,서울특별시 강남구 논현로111길 24-5,5.0,2.0,1.0,,,,,,,,,,199.94,6.0
11380-100222690,,지상,서울특별시 은평구 연서로2길 4,9.0,1.0,0.0,,,,,,,,,,398.14,5.0
11410-14668,,지상,서울특별시 서대문구 연희로 115,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11470-11094,,지상,서울특별시 양천구 국회대로 36,1.0,1.0,0.0,,,,,,,,,,43.29,3.0
11530-13018,,지상,서울특별시 구로구 구로동로42길 56,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11410-12431,,지상,서울특별시 서대문구 연세로9길 30,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11590-7594,,지상,서울특별시 동작구 상도로47길 30,4.0,1.0,0.0,,,,,,,,,,189.48,5.0
11290-11255,,지상,서울특별시 성북구 아리랑로2길 15,4.0,1.0,0.0,,,,,,,,,,0.0,3.0
11290-15215,,지상,서울특별시 성북구 보문로13길 4,3.0,1.0,0.0,,,,,,,,,,167.76,0.0
11290-16030,,지상,서울특별시 성북구 지봉로 173-1,2.0,0.0,0.0,,,,,,,,,,61.04,0.0
11650-100184545,,지상,서울특별시 서초구 서초중앙로 113,12.0,2.0,1.0,,,,,,,,,,638.1,9.0
11620-6139,,지상,서울특별시 관악구 복은4길 56,2.0,0.0,0.0,,,,,,,,,,117.52,0.0
11620-25224,,지상,서울특별시 관악구 관악로8길 22,5.0,1.0,1.0,,,,,,,,,,292.77,8.0
11680-100297383,,지상,서울특별시 강남구 도산대로51길 27,4.0,1.0,1.0,,,,,,,,,,188.24,8.0
11680-11374,,지상,서울특별시 강남구 언주로133길 21,4.0,2.0,1.0,,,,,,,,,,127.27,13.0
11290-19267,,지상,서울특별시 성북구 정릉로23길 50,4.0,0.0,0.0,,,,,,,,,,173.68,3.0
11290-20454,,지상,서울특별시 성북구 솔샘로5길 27,4.0,1.0,1.0,,,,,,,,,,189.03,5.0
11560-16917,,지상,서울특별시 영등포구 선유동2로 15-1,5.0,1.0,0.0,,,,,,,,,,0.0,0.0
11290-30371,,지상,서울특별시 성북구 동소문로40길 63,1.0,0.0,0.0,,,,,,,,,,69.42,0.0
11290-6752,,지상,서울특별시 성북구 동소문로20길 14,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11680-22388,,지상,서울특별시 강남구 압구정로32길 23,4.0,1.0,0.0,,,,,,,,,,199.2,4.0
11710-14197,,지상,서울특별시 송파구 가락로 140,4.0,1.0,0.0,,,,,,,,,,199.62,8.0
11710-20067,,지상,서울특별시 송파구 송이로17길 40,4.0,1.0,0.0,,,,,,,,,,0.0,7.0
11710-100221753,11710-100221750,지상,서울특별시 송파구 올림픽로 435,,,,,,,305동,103,지상,20.0,2.0,126.29,0.0,0.0
11290-1608,,지상,서울특별시 성북구 화랑로48길 16,,,,28.0,1998.0,0.0,,,,,,,277.53,2195.0
11650-8383,,지상,서울특별시 서초구 논현로27길 47,6.0,1.0,1.0,,,,,,,,,,245.59,10.0
11650-4172,,지상,서울특별시 서초구 방배로13길 41-3,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11590-100220265,,지상,서울특별시 동작구 장승배기로30길 6-1,9.0,2.0,1.0,,,,,,,,,,419.76,18.0
11650-16012,,지상,서울특별시 서초구 반포대로 42,3.0,1.0,0.0,,,,,,,,,,112.61,0.0
11650-15174,,지상,서울특별시 서초구 효령로 208,5.0,1.0,1.0,,,,,,,,,,269.93,6.0
11545-16540,,지상,서울특별시 금천구 시흥대로 222,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11545-13285,,지상,서울특별시 금천구 벚꽃로42길 28,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11590-12640,,지상,서울특별시 동작구 사당로 200,6.0,1.0,1.0,,,,,,,,,,314.49,7.0
11590-8511,,지상,서울특별시 동작구 사당로 16,4.0,1.0,0.0,,,,,,,,,,0.0,0.0
11590-5576,,지상,서울특별시 동작구 동작대로27가길 36,5.0,1.0,1.0,,,,,,,,,,292.96,0.0
11380-100209505,,지상,서울특별시 은평구 진흥로 33-1,8.0,0.0,1.0,,,,,,,,,,388.29,0.0
11410-172,,지상,서울특별시 서대문구 통일로 333,,,,4.0,0.0,1.0,,,,,,,224.18,0.0
11380-8526,,지상,서울특별시 은평구 연서로 270-1,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11530-100255527,,지상,서울특별시 구로구 구로중앙로 107,,,,3.0,24.0,0.0,,,,,,,249.8,72.0
11305-14918,,지상,서울특별시 강북구 오현로32길 18,2.0,0.0,0.0,,,,,,,,,,64.77,9.0
11380-100309094,,지상,서울특별시 은평구 응암로 278,8.0,1.0,1.0,,,,,,,,,,249.47,10.0
11380-100317034,11380-100316475,지상,서울특별시 은평구 수색로 300,1.0,3.0,2.0,,,,,,,,,,0.0,0.0
11380-24210,,지상,서울특별시 은평구 백련산로 135-1,4.0,1.0,0.0,,,,,,,,,,0.0,0.0
11410-8698,11410-100184947,지상,서울특별시 서대문구 문화촌길 58,0.0,1.0,0.0,,,,,,,,,,0.0,0.0
11440-20450,,지상,서울특별시 마포구 어울마당로 62,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11440-14667,11440-233,지상,노고산동 31-91,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11740-6546,,지상,서울특별시 강동구 양재대로121길 32,5.0,1.0,0.0,,,,,,,,,,202.01,3.0
11440-680,,지상,서울특별시 마포구 월드컵북로 6,,,,2.0,0.0,0.0,,,,,,,0.0,0.0
11110-21037,,지상,서울특별시 종로구 종로 255-2,4.0,0.0,0.0,,,,,,,,,,283.3,0.0
11740-10854,,지상,서울특별시 강동구 올림픽로92길 29,6.0,1.0,0.0,,,,,,,,,,231.87,5.0
11110-847,,지상,서울특별시 종로구 평창문화로 140,,,,3.0,156.0,0.0,,,,,,,250.97,256.0
11140-25157,11140-639,지상,서울특별시 중구 중림로4길 6-2,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11710-7275,,지상,서울특별시 송파구 풍성로5길 19,2.0,0.0,0.0,,,,,,,,,,103.56,4.0
11740-21962,,지상,서울특별시 강동구 양재대로89가길 34,6.0,2.0,1.0,,,,,,,,,,274.17,14.0
11440-25517,,지상,서울특별시 마포구 희우정로16길 23,1.0,1.0,0.0,,,,,,,,,,0.0,0.0
11710-100566482,,지상,서울특별시 송파구 올림픽로12길 39,3.0,1.0,0.0,,,,,,,,,,135.8,1.0
11740-18440,,지상,서울특별시 강동구 양재대로103길 15,5.0,0.0,1.0,,,,,,,,,,280.85,6.0
11440-743,,지상,서울특별시 마포구 새창로4길 25,,,,2.0,0.0,0.0,,,,,,,148.26,0.0
11710-4453,,지상,서울특별시 송파구 백제고분로36길 4,4.0,1.0,0.0,,,,,,,,,,190.15,6.0
11740-7776,,지상,서울특별시 강동구 상암로5길 19,6.0,0.0,1.0,,,,,,,,,,293.04,4.0
11140-25156,11140-639,지상,서울특별시 중구 중림로4길 6,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11740-6021,,지상,서울특별시 강동구 풍성로 181,4.0,1.0,0.0,,,,,,,,,,182.11,4.0
11740-13945,,지상,서울특별시 강동구 동남로81길 100,4.0,1.0,0.0,,,,,,,,,,0.0,5.0
11440-23633,,지상,서울특별시 마포구 독막로 19,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11680-100264974,,지상,서울특별시 강남구 도산대로 414,16.0,7.0,5.0,,,,,,,,,,454.34,188.0
11200-22478,,지상,서울특별시 성동구 성덕정길 96-1,2.0,0.0,0.0,,,,,,,,,,114.17,0.0
11200-18173,,지상,서울특별시 성동구 뚝섬로4길 26,1.0,0.0,0.0,,,,,,,,,,53.55,0.0
11200-100247257,,지상,서울특별시 성동구 왕십리로16길 13-1,7.0,1.0,1.0,,,,,,,,,,314.68,5.0
11680-13670,,지상,서울특별시 강남구 강남대로94길 72,3.0,1.0,0.0,,,,,,,,,,236.03,0.0
11680-11551,,지상,서울특별시 강남구 삼성로71길 9,6.0,1.0,1.0,,,,,,,,,,315.61,8.0
11140-4426,,지상,서울특별시 중구 소공로 38,4.0,1.0,0.0,,,,,,,,,,0.0,0.0
11110-29732,,지상,서울특별시 종로구 창경궁로 240-27,2.0,1.0,0.0,,,,,,,,,,94.49,0.0
11110-100193297,,지상,서울특별시 종로구 돈화문로5길 20,5.0,1.0,1.0,,,,,,,,,,322.06,0.0
11110-26456,,지상,서울특별시 종로구 종로44길 24,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11110-100205527,,지상,서울특별시 종로구 돈화문로5길 18,5.0,0.0,0.0,,,,,,,,,,371.84,0.0
11170-6805,,지상,서울특별시 용산구 효창원로8길 4,4.0,1.0,0.0,,,,,,,,,,212.25,4.0
11170-3943,,지상,서울특별시 용산구 효창원로 10,1.0,0.0,0.0,,,,,,,,,,39.73,0.0
11170-26960,,지상,서울특별시 용산구 효창원로 12,5.0,0.0,0.0,,,,,,,,,,243.56,5.0
11170-25615,,지상,서울특별시 용산구 효창원로8길 3,4.0,1.0,0.0,,,,,,,,,,144.11,11.0
11170-1,,지상,서울특별시 용산구 신흥로 133,,,,2.0,1.0,0.0,,,,,,,88.6413,0.0
11170-141,,지상,서울특별시 용산구 삼개로 60,,,,6.0,170.0,0.0,,,,,,,250.0,534.0
11170-21843,,지상,서울특별시 용산구 효창원로 20,3.0,1.0,0.0,,,,,,,,,,148.93,2.0
11170-90,,지상,서울특별시 용산구 두텁바위로 74,,,,9.0,0.0,0.0,,,,,,,78.97,36.0
11110-13743,,지상,서울특별시 종로구 종로20길 13,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11110-14687,,지상,서울특별시 종로구 종로22길 11,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11170-13670,,지상,서울특별시 용산구 효창원로 22,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11110-24593,,지상,서울특별시 종로구 종로20길 15,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11110-25231,,지상,서울특별시 종로구 돈화문로2길 6,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11110-26677,,지상,서울특별시 종로구 난계로25길 32,5.0,1.0,0.0,,,,,,,,,,0.0,0.0
11215-26633,,지상,서울특별시 광진구 동일로 206,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11710-23472,,지상,서울특별시 송파구 올림픽로45길 19,6.0,2.0,1.0,,,,,,,,,,297.53,27.0
11710-11019,,지상,서울특별시 송파구 마천로 277,4.0,0.0,0.0,,,,,,,,,,239.36,0.0
11215-5131,,지상,서울특별시 광진구 동일로 449,5.0,1.0,0.0,,,,,,,,,,226.19,5.0
11440-26709,,지상,서울특별시 마포구 망원로11길 77,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11215-15247,,지상,서울특별시 광진구 아차산로78가길 32,1.0,0.0,0.0,,,,,,,,,,18.4,0.0
11230-14265,,지상,서울특별시 동대문구 약령중앙로 72-1,3.0,1.0,0.0,,,,,,,,,,140.5,1.0
11230-15523,,지상,서울특별시 동대문구 약령중앙로 72-2,6.0,1.0,0.0,,,,,,,,,,273.9,23.0
11230-26970,,지상,서울특별시 동대문구 한천로17길 23,5.0,1.0,0.0,,,,,,,,,,0.0,0.0
11230-27665,,지상,서울특별시 동대문구 약령동길 31,5.0,1.0,0.0,,,,,,,,,,199.66,4.0
11230-30462,,지상,서울특별시 동대문구 약령동길 147,4.0,1.0,0.0,,,,,,,,,,165.05,8.0
11230-33703,,지상,서울특별시 동대문구 약령중앙로 9,4.0,1.0,0.0,,,,,,,,,,155.47,0.0
11230-35469,,지상,서울특별시 동대문구 한천로 83,1.0,0.0,0.0,,,,,,,,,,37.59,0.0
11230-36676,,지상,서울특별시 동대문구 전농로14길 49,2.0,0.0,0.0,,,,,,,,,,115.82,0.0
11230-4126,11230-254,지상,서울특별시 동대문구 천호대로 129,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11590-100260693,,지상,서울특별시 동작구 만양로 61-5,5.0,1.0,1.0,,,,,,,,,,198.85,4.0
11470-20102,,지상,서울특별시 양천구 공항대로 626,3.0,1.0,0.0,,,,,,,,,,156.78,0.0
11500-22605,,지상,서울특별시 강서구 가로공원로76가길 53,4.0,1.0,0.0,,,,,,,,,,191.4,6.0
11590-963,,지상,서울특별시 동작구 서달로2길 29,,,,6.0,246.0,0.0,,,,,,,131.95,128.0
11260-440,,지상,서울특별시 중랑구 봉화산로56길 40,,,,3.0,48.0,0.0,,,,,,,0.0,0.0
11215-23102,,지상,화양동 5-35,2.0,1.0,0.0,,,,,,,,,,114.26,0.0
11305-467,,지상,서울특별시 강북구 4.19로 3,,,,2.0,0.0,0.0,,,,,,,0.0,0.0
11305-8362,,지상,서울특별시 강북구 삼양로20길 30,4.0,0.0,0.0,,,,,,,,,,235.04,0.0
11215-27162,,지상,서울특별시 광진구 능동로35길 22,6.0,0.0,1.0,,,,,,,,,,319.2,7.0
11230-5635,,지상,서울특별시 동대문구 약령중앙로6길 7-1,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11230-7637,,지상,서울특별시 동대문구 답십리로69길 11,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11290-14329,,지상,서울특별시 성북구 보문로 73,3.0,0.0,0.0,,,,,,,,,,0.0,0.0
11260-28671,,지상,서울특별시 중랑구 상봉로 108,4.0,1.0,0.0,,,,,,,,,,0.0,3.0
11740-8567,,지상,서울특별시 강동구 고덕로 254,6.0,1.0,1.0,,,,,,,,,,187.59,26.0
11440-25107,,지상,서울특별시 마포구 월드컵로11길 14,4.0,1.0,0.0,,,,,,,,,,200.79,6.0
11740-100251886,,지상,서울특별시 강동구 동남로65길 56,7.0,1.0,1.0,,,,,,,,,,199.7,10.0
11200-100215978,,지상,서울특별시 성동구 왕십리로 16,,,,5.0,688.0,0.0,,,,,,,319.85,1120.0
11410-15971,,지상,서울특별시 서대문구 연희로 52-20,3.0,1.0,0.0,,,,,,,,,,153.99,1.0
11410-24264,,지상,서울특별시 서대문구 응암로 98,3.0,1.0,0.0,,,,,,,,,,0.0,2.0
11410-24373,,지상,서울특별시 서대문구 거북골로18길 42,4.0,1.0,0.0,,,,,,,,,,0.0,5.0
11470-100246748,,지상,서울특별시 양천구 목동중앙북로 21,1.0,0.0,0.0,,,,,,,,,,2.36,0.0
11470-100246749,,지상,서울특별시 양천구 목동중앙북로 21,1.0,0.0,0.0,,,,,,,,,,0.71,0.0
11530-1018,,지상,서울특별시 구로구 경인로40길 11,,,,9.0,372.0,0.0,,,,,,,363.13,454.0
11380-14843,,지상,서울특별시 은평구 갈현로 306-8,4.0,1.0,0.0,,,,,,,,,,197.19,0.0
11380-15241,,지상,서울특별시 은평구 연서로27길 22,4.0,1.0,0.0,,,,,,,,,,200.59,4.0
11380-25761,,지상,서울특별시 은평구 응암로 230,3.0,1.0,0.0,,,,,,,,,,142.47,3.0
11500-20305,,지상,서울특별시 강서구 강서로5나길 47,3.0,1.0,0.0,,,,,,,,,,159.67,0.0
11545-100183934,,지상,서울특별시 금천구 시흥대로 270,,,,2.0,0.0,0.0,,,,,,,184.24,8.0
11560-35242,,지상,서울특별시 영등포구 도림로31길 22,4.0,1.0,0.0,,,,,,,,,,0.0,0.0
11560-3011,,지상,서울특별시 영등포구 영신로9길 27-1,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11650-14592,,지상,서울특별시 서초구 강남대로37길 12-12,7.0,1.0,1.0,,,,,,,,,,408.79,6.0
11560-100279528,,지상,서울특별시 영등포구 신풍로 72,5.0,0.0,0.0,,,,,,,,,,178.23,0.0
11560-14623,,지상,서울특별시 영등포구 선유로 34,1.0,0.0,0.0,,,,,,,,,,56.18,0.0
11110-27545,,지상,서울특별시 종로구 돈화문로 8-2,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11110-26995,,지상,서울특별시 종로구 돈화문로 8,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11500-100217566,11500-100217557,지상,서울특별시 강서구 우장산로16길 8,,,,,,,,402,지상,40.0,0.0,1.32,0.0,0.0
11500-100224297,11500-100224279,지상,서울특별시 강서구 공항대로 653-5,,,,,,,,208호,지상,20.0,1.0,88.3,0.0,0.0
11650-16027,,지상,서울특별시 서초구 반포대로14길 58,6.0,1.0,1.0,,,,,,,,,,317.68,7.0
11620-26790,,지상,서울특별시 관악구 대학5길 6,3.0,1.0,0.0,,,,,,,,,,153.8,3.0
11560-28390,,지상,서울특별시 영등포구 신풍로 90,4.0,1.0,0.0,,,,,,,,,,0.0,2.0
11590-15161,,지상,서울특별시 동작구 동작대로35길 25,3.0,1.0,0.0,,,,,,,,,,0.0,3.0
11500-27841,,지상,서울특별시 강서구 강서로18길 42,3.0,1.0,0.0,,,,,,,,,,149.49,2.0
11500-28052,,지상,서울특별시 강서구 강서로45가길 49,1.0,1.0,0.0,,,,,,,,,,44.77,0.0
11680-10268,,지상,서울특별시 강남구 도곡로18길 3,3.0,1.0,0.0,,,,,,,,,,144.93,1.0
11530-24858,,지상,서울특별시 구로구 경인로47길 10,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11530-8431,,지상,서울특별시 구로구 디지털로27길 57,3.0,1.0,0.0,,,,,,,,,,151.93,4.0
11620-11197,,지상,서울특별시 관악구 신림로 328,3.0,1.0,0.0,,,,,,,,,,171.76,0.0
11620-34531,,지상,서울특별시 관악구 난곡로 115,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11530-8319,,지상,가리봉동 135-9,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11470-100247088,,지상,서울특별시 양천구 월정로 281,5.0,0.0,0.0,,,,,,,,,,245.81,4.0
11410-24774,,지상,서울특별시 서대문구 증가로29길 30-32,1.0,0.0,0.0,,,,,,,,,,43.13,2.0
11545-15899,,지상,서울특별시 금천구 독산로 200,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11410-29820,,지상,서울특별시 서대문구 거북골로 33-8,2.0,1.0,0.0,,,,,,,,,,99.53,0.0
11545-8397,,지상,서울특별시 금천구 시흥대로50길 9,3.0,1.0,0.0,,,,,,,,,,129.43,0.0
11410-4437,,지상,서울특별시 서대문구 신촌로37길 13,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11410-24701,,지상,서울특별시 서대문구 거북골로22길 9-20,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11710-100226839,11710-100226773,지상,서울특별시 송파구 중대로 109,,,,,,,,101,지상,20.0,1.0,2.015,0.0,0.0
11710-100226838,11710-100226773,지상,서울특별시 송파구 중대로 109,,,,,,,,B101,지하,20.0,1.0,0.435,0.0,0.0
11710-100213803,11710-100213736,지상,서울특별시 송파구 올림픽로 99,,,,,,,102동,1703,지상,40.0,0.0,2.6094,0.0,0.0
11710-8287,,지상,서울특별시 송파구 성내천로14길 13,5.0,1.0,1.0,,,,,,,,,,243.88,5.0
11710-25303,,지상,서울특별시 송파구 풍성로5길 4,3.0,1.0,0.0,,,,,,,,,,0.0,2.0
11350-6282,,지상,서울특별시 노원구 동일로230나길 8,1.0,0.0,0.0,,,,,,,,,,26.61,0.0
11680-6446,,지상,서울특별시 강남구 선릉로76길 4,7.0,1.0,0.0,,,,,,,,,,322.77,8.0
