관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,지상층수,지하층수,승강기_수,주건축물수,세대수,가구수,동명칭,호_명,층_구분_코드_x,층_구분_코드_y,층_번호,면적,용적율,주차_대수
11500-100203224,11500-100203214,지상,서울특별시 강서구 수명로 31,,,,,,,하버드 아카데미,105,지상,10.0,1.0,17.455,0.0,0.0
11500-100203223,11500-100203214,지상,서울특별시 강서구 수명로 31,,,,,,,하버드 아카데미,107,지상,10.0,1.0,1.78,0.0,0.0
11500-100203222,11500-100203214,지상,서울특별시 강서구 수명로 31,,,,,,,하버드 아카데미,109,지상,10.0,1.0,32.79,0.0,0.0
11500-100203221,11500-100203214,지상,서울특별시 강서구 수명로 31,,,,,,,하버드 아카데미,111,지상,20.0,2.0,3.94,0.0,0.0
11500-100203220,11500-100203214,지상,서울특별시 강서구 수명로 31,,,,,,,하버드 아카데미,110,지상,20.0,2.0,72.75,0.0,0.0
11500-11083,,지상,서울특별시 강서구 공항대로46길 25-8,4.0,1.0,0.0,,,,,,,,,,191.3,4.0
11500-100203218,11500-100203214,지상,서울특별시 강서구 수명로 31,,,,,,,하버드 아카데미,106,지상,20.0,2.0,49.34,0.0,0.0
11470-13710,,지상,서울특별시 양천구 중앙로 235,5.0,1.0,0.0,,,,,,,,,,212.78,4.0
11500-100208688,11500-100203214,지상,서울특별시 강서구 수명로 31,,,,,,,하버드 아카데미,401-2,지상,20.0,8.0,38.96,0.0,0.0
11680-1000000000000000075730,,지상,서울특별시 강남구 도산대로66길 15,5.0,2.0,1.0,,,,,,,,,,199.35,4.0
11545-100187108,11545-100186865,지상,서울특별시 금천구 가산디지털2로 53,,,,,,,한라시그마밸리,1907,지상,20.0,0.0,54.61,0.0,0.0
11500-100203216,11500-100203214,지상,서울특별시 강서구 수명로 31,,,,,,,하버드 아카데미,102,지상,20.0,2.0,76.98,0.0,0.0
11710-24977,,지상,서울특별시 송파구 중대로12길 18-21,4.0,1.0,0.0,,,,,,,,,,186.33,2.0
11710-19886,,지상,서울특별시 송파구 위례성대로12길 9,5.0,1.0,1.0,,,,,,,,,,275.65,8.0
11545-3935,,지상,서울특별시 금천구 탑골로 49,3.0,0.0,0.0,,,,,,,,,,135.78,0.0
11470-9503,,지상,서울특별시 양천구 중앙로 259,3.0,1.0,0.0,,,,,,,,,,109.38,0.0
11440-23504,,지상,서울특별시 마포구 양화로1길 25-3,4.0,1.0,1.0,,,,,,,,,,168.06,2.0
11545-2242,11545-435,지상,서울특별시 금천구 시흥대로 450,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11470-21316,,지상,서울특별시 양천구 오목로 179,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11470-18997,,지상,서울특별시 양천구 남부순환로40길 3,3.0,0.0,0.0,,,,,,,,,,0.0,0.0
11470-14344,,지상,서울특별시 양천구 오목로 344,11.0,3.0,3.0,,,,,,,,,,313.36,131.0
11545-14701,,지상,서울특별시 금천구 독산로64길 50,3.0,1.0,0.0,,,,,,,,,,157.97,0.0
11545-100187104,11545-100186865,지상,서울특별시 금천구 가산디지털2로 53,,,,,,,한라시그마밸리,1908,지상,20.0,0.0,54.61,0.0,0.0
11680-11316,,지상,서울특별시 강남구 도산대로30길 29,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11545-9711,,지상,서울특별시 금천구 은행나무로 49-1,2.0,0.0,0.0,,,,,,,,,,132.22,0.0
11500-19632,,지상,서울특별시 강서구 강서로 221,4.0,1.0,0.0,,,,,,,,,,139.51,15.0
11380-7758,,지상,서울특별시 은평구 통일로 708,3.0,1.0,0.0,,,,,,,,,,293.17,0.0
11500-26024,,지상,서울특별시 강서구 공항대로 318,3.0,0.0,0.0,,,,,,,,,,130.7803,6.0
11500-8253,,지상,서울특별시 강서구 방화동로 72,5.0,1.0,0.0,,,,,,,,,,217.67,7.0
11380-14957,,지상,서울특별시 은평구 연서로29길 24,5.0,1.0,0.0,,,,,,,,,,217.88,13.0
11380-10576,,지상,서울특별시 은평구 불광로 80,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11545-100185688,11545-100185625,지상,서울특별시 금천구 가산디지털1로 226,,,,,,,에이스하이엔드타워5,1404,지상,10.0,3.0,1.944,0.0,0.0
11545-100195145,,지상,서울특별시 금천구 가산로3길 23-1,9.0,1.0,0.0,,,,,,,,,,291.83,24.0
11545-100271951,,지상,서울특별시 금천구 시흥대로144길 17,3.0,0.0,1.0,,,,,,,,,,91.57,8.0
11545-12714,,지상,서울특별시 금천구 범안로17길 74,4.0,1.0,0.0,,,,,,,,,,192.13,6.0
11545-13022,,지상,서울특별시 금천구 금하로 740,4.0,0.0,0.0,,,,,,,,,,188.71,0.0
11545-6908,,지상,서울특별시 금천구 시흥대로18길 46,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11710-11916,,지상,서울특별시 송파구 백제고분로 384,3.0,1.0,0.0,,,,,,,,,,0.0,4.0
11500-17456,,지상,서울특별시 강서구 개화동로31길 34,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11500-100221000,11500-100220988,지상,서울특별시 강서구 화곡로19길 21,,,,,,,,503,지상,40.0,0.0,11.54,0.0,0.0
11680-7996,,지상,서울특별시 강남구 압구정로79길 37-5,2.0,1.0,0.0,,,,,,,,,,102.8,2.0
11680-7537,,지상,서울특별시 강남구 도곡로 532,6.0,1.0,1.0,,,,,,,,,,293.78,18.0
11680-6002,,지상,서울특별시 강남구 역삼로69길 27,6.0,1.0,1.0,,,,,,,,,,323.61,8.0
11680-11889,,지상,서울특별시 강남구 삼성로115길 20-10,3.0,1.0,0.0,,,,,,,,,,103.27,3.0
11680-24105,,지상,서울특별시 강남구 선릉로 32,4.0,1.0,0.0,,,,,,,,,,0.0,0.0
11680-20361,,지상,서울특별시 강남구 논현로164길 16-2,4.0,1.0,0.0,,,,,,,,,,191.45,4.0
11680-48423,11680-1500,지상,서울특별시 강남구 압구정로11길 17,,,,,,,2,402호,지상,20.0,2.0,8.79,0.0,0.0
11680-100314063,,지상,서울특별시 강남구 봉은사로82길 6,5.0,1.0,1.0,,,,,,,,,,194.71,6.0
11680-100313263,,지상,서울특별시 강남구 언주로141길 35,4.0,3.0,1.0,,,,,,,,,,149.91,11.0
11650-15290,,지상,서울특별시 서초구 효령로 171,4.0,1.0,0.0,,,,,,,,,,0.0,6.0
11650-14637,,지상,서울특별시 서초구 남부순환로347길 21-20,6.0,1.0,1.0,,,,,,,,,,240.3,8.0
11650-14230,,지상,서울특별시 서초구 서초대로77길 43,6.0,1.0,0.0,,,,,,,,,,274.79,4.0
11215-7238,,지상,서울특별시 광진구 면목로 201,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11215-22171,,지상,서울특별시 광진구 동일로2길 13,4.0,1.0,0.0,,,,,,,,,,200.6,5.0
11215-22186,,지상,서울특별시 광진구 동일로2길 2,4.0,1.0,0.0,,,,,,,,,,232.3,0.0
11500-100214368,,지상,서울특별시 강서구 공항대로61길 10-12,7.0,0.0,1.0,,,,,,,,,,347.08,4.0
11200-23770,,지상,서울특별시 성동구 송정4가길 26,3.0,1.0,0.0,,,,,,,,,,171.06,2.0
11170-6734,,지상,서울특별시 용산구 한강대로10길 11-44,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11530-593,,지상,서울특별시 구로구 구일로4길 65,,,,13.0,1400.0,0.0,,,,,,,0.0,0.0
11215-16128,,지상,서울특별시 광진구 아차산로 328,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11215-16124,,지상,서울특별시 광진구 아차산로 334,7.0,1.0,1.0,,,,,,,,,,240.21,6.0
11215-17047,,지상,서울특별시 광진구 뚝섬로 510,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11215-21829,,지상,서울특별시 광진구 능동로3라길 4,4.0,1.0,0.0,,,,,,,,,,224.85,0.0
11215-21957,,지상,서울특별시 광진구 자양강변길 115,6.0,1.0,1.0,,,,,,,,,,270.97,9.0
11215-21996,,지상,자양동 115-9,3.0,1.0,0.0,,,,,,,,,,152.56,2.0
11215-16027,,지상,서울특별시 광진구 아차산로 392,6.0,1.0,1.0,,,,,,,,,,297.31,4.0
11215-16026,,지상,서울특별시 광진구 자양로 96,3.0,1.0,0.0,,,,,,,,,,0.0,1.0
11350-590,,지상,서울특별시 노원구 화랑로 355,,,,2.0,138.0,0.0,,,,,,,301.99,163.0
11350-715,,지상,서울특별시 노원구 동일로198길 24,,,,4.0,363.0,0.0,,,,,,,375.64,344.0
11230-8090,,지상,서울특별시 동대문구 전농로 41,4.0,0.0,0.0,,,,,,,,,,0.0,0.0
11170-19231,,지상,서울특별시 용산구 한강대로102가길 5-5,2.0,1.0,0.0,,,,,,,,,,72.54,1.0
11170-10959,,지상,서울특별시 용산구 효창원로 56,2.0,1.0,0.0,,,,,,,,,,116.93,0.0
11260-31058,,지상,서울특별시 중랑구 신내로14길 22,4.0,1.0,0.0,,,,,,,,,,214.32,11.0
11170-24963,,지상,서울특별시 용산구 한강대로15길 9-15,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11680-100251429,,지상,역삼동 783-11,,,,2.0,17.0,0.0,,,,,,,198.23,14.0
11740-18485,,지상,서울특별시 강동구 동남로71길 14,8.0,1.0,1.0,,,,,,,,,,475.85,13.0
11740-16985,,지상,서울특별시 강동구 구천면로 516,5.0,1.0,0.0,,,,,,,,,,188.0,8.0
11410-100216842,,지상,남가좌동 385-0,,,,75.0,4300.0,0.0,,,,,,,233.35,5823.0
11440-100275783,,지상,서울특별시 마포구 양화로 186,10.0,7.0,4.0,,,,,,,,,,491.41,97.0
11440-18605,,지상,서울특별시 마포구 와우산로3안길 49,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11440-20831,,지상,서울특별시 마포구 동교로 139,5.0,1.0,0.0,,,,,,,,,,241.09,6.0
11440-28876,,지상,서울특별시 마포구 성미산로19길 89,4.0,1.0,0.0,,,,,,,,,,192.2,4.0
11410-252,,지상,서울특별시 서대문구 연희로5길 46-11,,,,3.0,220.0,0.0,,,,,,,392.85,224.0
11290-13376,,지상,서울특별시 성북구 안암로 117,4.0,1.0,0.0,,,,,,,,,,196.88,6.0
11440-9837,,지상,서울특별시 마포구 토정로 286,2.0,0.0,0.0,,,,,,,,,,100.33,0.0
11560-33973,,지상,서울특별시 영등포구 디지털로 379,3.0,0.0,0.0,,,,,,,,,,0.0,0.0
11560-5162,,지상,서울특별시 영등포구 영중로 62,4.0,1.0,0.0,,,,,,,,,,0.0,0.0
11290-21601,,지상,서울특별시 성북구 정릉로8다길 52,1.0,0.0,0.0,,,,,,,,,,32.7,0.0
11560-17616,,지상,서울특별시 영등포구 양평로21나길 7,1.0,1.0,0.0,,,,,,,,,,0.0,0.0
11305-4734,,지상,서울특별시 강북구 도봉로67길 53,4.0,1.0,0.0,,,,,,,,,,0.0,0.0
11350-91,,지상,서울특별시 노원구 공릉로 438,,,,4.0,0.0,0.0,,,,,,,83.05,78.0
11110-100228545,,지상,서울특별시 종로구 삼청로9길 25,2.0,0.0,1.0,,,,,,,,,,42.09,1.0
11290-33122,,지상,서울특별시 성북구 돌곶이로25길 63,4.0,1.0,0.0,,,,,,,,,,174.86,0.0
11560-4291,,지상,서울특별시 영등포구 영등포로46길 4,4.0,1.0,0.0,,,,,,,,,,214.68,0.0
11545-704,,지상,독산동 152-1,,,,2.0,0.0,0.0,,,,,,,109.75,157.0
11440-20279,,지상,서울특별시 마포구 독막로3길 52,3.0,1.0,0.0,,,,,,,,,,113.03,0.0
11230-100197484,,지상,서울특별시 동대문구 휘경로 16-4,9.0,1.0,1.0,,,,,,,,,,326.19,2.0
11380-100308874,,지상,서울특별시 은평구 불광로18가길 44,1.0,0.0,0.0,,,,,,,,,,29.28,0.0
11305-26981,,지상,서울특별시 강북구 인수봉로 312,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11380-100321295,,지상,서울특별시 은평구 역말로 37-7,4.0,0.0,1.0,,,,,,,,,,134.83,6.0
11380-35070,,지상,서울특별시 은평구 은평터널로 125,3.0,1.0,0.0,,,,,,,,,,192.24,0.0
11260-21337,,지상,서울특별시 중랑구 중랑천로 224,4.0,1.0,0.0,,,,,,,,,,229.59,3.0
11350-100222768,,지상,서울특별시 노원구 덕릉로 848,4.0,0.0,0.0,,,,,,,,,,199.66,0.0
11380-6906,,지상,서울특별시 은평구 불광로 202,4.0,1.0,0.0,,,,,,,,,,0.0,0.0
11410-10795,,지상,서울특별시 서대문구 신촌로 173-2,5.0,0.0,0.0,,,,,,,,,,0.0,0.0
11410-14559,,지상,서울특별시 서대문구 연희로11가길 8,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11350-15512,,지상,서울특별시 노원구 공릉로 305,2.0,0.0,0.0,,,,,,,,,,29.52,2.0
11650-3592,,지상,서울특별시 서초구 서초대로15길 8-19,5.0,0.0,0.0,,,,,,,,,,183.8,4.0
11230-1016,,지상,서울특별시 동대문구 약령시로 25,,,,7.0,640.0,0.0,,,,,,,299.78,890.0
11230-11781,,지상,서울특별시 동대문구 한빛로 28,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11230-31183,,지상,서울특별시 동대문구 답십리로 275,4.0,1.0,0.0,,,,,,,,,,0.0,4.0
11230-27029,,지상,서울특별시 동대문구 한빛로 26-1,2.0,0.0,0.0,,,,,,,,,,145.46,0.0
11230-31250,,지상,서울특별시 동대문구 망우로 22,3.0,0.0,0.0,,,,,,,,,,0.0,0.0
11710-100188087,11710-100188086,지상,서울특별시 송파구 충민로4길 6,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11260-100224212,,지상,서울특별시 중랑구 면목천로19길 50,4.0,0.0,0.0,,,,,,,,,,152.56,3.0
11680-2399,11680-376,지상,서울특별시 강남구 개포로109길 69,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11650-15877,,지상,서울특별시 서초구 서초대로48길 23,4.0,1.0,0.0,,,,,,,,,,0.0,3.0
11650-9488,,지상,서울특별시 서초구 강남대로8길 49,4.0,1.0,0.0,,,,,,,,,,191.0561,3.0
11170-14955,,지상,서울특별시 용산구 원효로53길 8,4.0,1.0,0.0,,,,,,,,,,220.03,5.0
11350-13082,,지상,서울특별시 노원구 동일로192길 92,2.0,1.0,0.0,,,,,,,,,,108.37,0.0
11740-488,,지상,서울특별시 강동구 천호대로175길 39,,,,2.0,0.0,0.0,,,,,,,117.68,128.0
11110-12758,,지상,서울특별시 종로구 종로41나길 8-3,7.0,1.0,1.0,,,,,,,,,,382.46,0.0
11110-4639,,지상,서울특별시 종로구 창신5길 65,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11110-13853,,지상,서울특별시 종로구 계동길 103-1,4.0,1.0,0.0,,,,,,,,,,214.6,0.0
11110-14745,,지상,서울특별시 종로구 북촌로12길 21,1.0,0.0,0.0,,,,,,,,,,60.1147,0.0
11110-10810,,지상,서울특별시 종로구 종로 136,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11140-1000000000000000050627,,지상,서울특별시 중구 다산로42길 43-6,4.0,0.0,0.0,,,,,,,,,,196.82,2.0
11110-17719,,지상,서울특별시 종로구 대학로 60,4.0,1.0,0.0,,,,,,,,,,181.38,7.0
11530-1000000000000000084736,,지상,서울특별시 구로구 서해안로 2233,2.0,0.0,0.0,,,,,,,,,,48.08,4.0
11590-9951,,지상,서울특별시 동작구 상도로 334,3.0,1.0,0.0,,,,,,,,,,81.15,0.0
11440-29060,,지상,서울특별시 마포구 성미산로17길 80,3.0,1.0,0.0,,,,,,,,,,156.04,0.0
11440-14940,,지상,서울특별시 마포구 신촌로18길 19,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11440-30970,,지상,서울특별시 마포구 동교로19길 96,5.0,0.0,1.0,,,,,,,,,,287.13,5.0
11170-11063,,지상,서울특별시 용산구 이태원로55다길 8,2.0,1.0,0.0,,,,,,,,,,55.54,1.0
11170-11521,,지상,서울특별시 용산구 청파로47길 14,2.0,0.0,0.0,,,,,,,,,,161.38,0.0
11170-1173,,지상,서울특별시 용산구 이태원로 182,2.0,0.0,0.0,,,,,,,,,,132.55,0.0
11170-14389,,지상,서울특별시 용산구 청파로45길 27,1.0,0.0,0.0,,,,,,,,,,64.82,0.0
11170-14513,,지상,서울특별시 용산구 청파로47길 75,4.0,1.0,0.0,,,,,,,,,,234.84,0.0
11170-14538,,지상,서울특별시 용산구 청파로45길 27,3.0,1.0,0.0,,,,,,,,,,148.45,1.0
11740-1000000000000000072900,,지상,서울특별시 강동구 아리수로 366-1,4.0,1.0,1.0,,,,,,,,,,199.9,3.0
11170-100191174,,지상,서울특별시 용산구 보광로59길 50,2.0,1.0,0.0,,,,,,,,,,80.31,0.0
11740-18183,,지상,서울특별시 강동구 상암로 10,4.0,1.0,0.0,,,,,,,,,,0.0,7.0
11440-18908,,지상,서울특별시 마포구 와우산로35길 13,3.0,1.0,0.0,,,,,,,,,,178.63,2.0
11710-9431,,지상,서울특별시 송파구 위례성대로20길 31,5.0,1.0,1.0,,,,,,,,,,221.48,7.0
11710-16616,,지상,서울특별시 송파구 동남로 278,4.0,1.0,0.0,,,,,,,,,,164.04,9.0
11215-20914,,지상,서울특별시 광진구 아차산로34길 20-4,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11440-20154,,지상,서울특별시 마포구 독막로3길 33-3,2.0,1.0,0.0,,,,,,,,,,115.19,2.0
11500-100200116,11500-100200113,지상,서울특별시 강서구 초록마을로22길 106,,,,,,,,301호,지상,40.0,1.0,5.7365,0.0,0.0
11500-100200121,11500-100200113,지상,서울특별시 강서구 초록마을로22길 106,,,,,,,,502호,지상,40.0,1.0,28.5252,0.0,0.0
11500-100200118,11500-100200113,지상,서울특별시 강서구 초록마을로22길 106,,,,,,,,401호,지상,40.0,1.0,29.9514,0.0,0.0
11500-100200120,11500-100200113,지상,서울특별시 강서구 초록마을로22길 106,,,,,,,,501호,지상,40.0,1.0,7.2832,0.0,0.0
11500-100200114,11500-100200113,지상,서울특별시 강서구 초록마을로22길 106,,,,,,,,201호,지상,40.0,1.0,6.3741,0.0,0.0
11170-25184,,지상,서울특별시 용산구 이태원로27가길 18,2.0,1.0,0.0,,,,,,,,,,81.66,3.0
11500-100200119,11500-100200113,지상,서울특별시 강서구 초록마을로22길 106,,,,,,,,402호,지상,40.0,1.0,17.3669,0.0,0.0
11170-1743,,지상,서울특별시 용산구 청파로 320-9,3.0,0.0,0.0,,,,,,,,,,0.0,0.0
11500-100200117,11500-100200113,지상,서울특별시 강서구 초록마을로22길 106,,,,,,,,302호,지상,40.0,1.0,13.6789,0.0,0.0
11710-21793,,지상,서울특별시 송파구 백제고분로40길 28,4.0,1.0,0.0,,,,,,,,,,198.04,4.0
11710-23727,,지상,서울특별시 송파구 성내천로23길 2,4.0,1.0,0.0,,,,,,,,,,155.41,3.0
11170-6690,,지상,서울특별시 용산구 한강대로10길 11-72,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11215-3526,,지상,서울특별시 광진구 긴고랑로30길 20,4.0,1.0,0.0,,,,,,,,,,174.56,3.0
11215-100266891,,지상,서울특별시 광진구 아차산로51길 42,4.0,0.0,1.0,,,,,,,,,,199.71,3.0
11500-18018,,지상,서울특별시 강서구 곰달래로 51,3.0,1.0,0.0,,,,,,,,,,146.52,3.0
11500-26679,,지상,서울특별시 강서구 가로공원로 184-2,4.0,1.0,0.0,,,,,,,,,,182.27,4.0
11500-26976,,지상,서울특별시 강서구 국회대로 235,2.0,1.0,0.0,,,,,,,,,,60.46,0.0
11500-8434,,지상,서울특별시 강서구 화곡로46길 6,7.0,1.0,0.0,,,,,,,,,,360.16,9.0
11530-100260707,,지상,서울특별시 구로구 개봉로2길 61,5.0,1.0,1.0,,,,,,,,,,193.79,8.0
11200-21429,,지상,서울특별시 성동구 연무장길 40,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11200-1000000000000000052388,,지상,서울특별시 성동구 마조로 64-2,1.0,1.0,0.0,,,,,,,,,,49.17,2.0
11380-14349,,지상,서울특별시 은평구 통일로 877,6.0,2.0,1.0,,,,,,,,,,259.83,7.0
11380-14399,,지상,서울특별시 은평구 연서로29길 6,4.0,1.0,0.0,,,,,,,,,,195.74,4.0
11380-25184,,지상,서울특별시 은평구 가좌로6길 23,4.0,1.0,0.0,,,,,,,,,,238.08,0.0
11380-25286,,지상,서울특별시 은평구 응암로14길 19,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11380-25406,,지상,서울특별시 은평구 응암로16가길 2,5.0,1.0,0.0,,,,,,,,,,217.91,2.0
11380-27123,,지상,서울특별시 은평구 응암로 188-1,3.0,0.0,0.0,,,,,,,,,,0.0,0.0
11170-27662,,지상,서울특별시 용산구 원효로 55,5.0,1.0,1.0,,,,,,,,,,284.2,3.0
11380-605,,지상,서울특별시 은평구 증산로1길 26,,,,4.0,196.0,0.0,,,,,,,171.84,226.0
11410-14509,,지상,서울특별시 서대문구 연희로11길 42,2.0,1.0,0.0,,,,,,,,,,57.27,0.0
11410-18416,,지상,서울특별시 서대문구 홍은중앙로8길 17,3.0,1.0,1.0,,,,,,,,,,152.89,4.0
11410-30323,,지상,서울특별시 서대문구 거북골로 57,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11110-14811,,지상,서울특별시 종로구 백석동길 93,0.0,1.0,0.0,,,,,,,,,,0.0,0.0
11410-402,,지상,서울특별시 서대문구 통일로 165,,,,2.0,0.0,0.0,,,,,,,102.6602,51.0
11110-8129,,지상,서울특별시 종로구 수표로 115-1,5.0,0.0,0.0,,,,,,,,,,403.42,0.0
11230-28469,,지상,서울특별시 동대문구 하정로 52,1.0,1.0,0.0,,,,,,,,,,0.0,0.0
11230-10472,,지상,서울특별시 동대문구 천호대로35길 65,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11215-21576,,지상,서울특별시 광진구 뚝섬로 476,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11215-21483,,지상,서울특별시 광진구 뚝섬로32길 29,4.0,1.0,0.0,,,,,,,,,,190.76,2.0
11440-23954,,지상,서울특별시 마포구 포은로 46,4.0,1.0,0.0,,,,,,,,,,207.9,4.0
11215-21156,,지상,서울특별시 광진구 아차산로26길 20,3.0,1.0,0.0,,,,,,,,,,165.63,6.0
11260-7775,,지상,서울특별시 중랑구 면목로 400,4.0,1.0,0.0,,,,,,,,,,204.07,0.0
11215-21154,,지상,서울특별시 광진구 동일로20길 44,5.0,1.0,0.0,,,,,,,,,,273.16,8.0
11215-21377,,지상,서울특별시 광진구 뚝섬로26길 17,3.0,1.0,0.0,,,,,,,,,,169.32,0.0
11215-21218,,지상,서울특별시 광진구 아차산로22길 25-1,4.0,1.0,0.0,,,,,,,,,,149.98,5.0
11470-17249,,지상,서울특별시 양천구 신월로 280,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11215-21372,,지상,서울특별시 광진구 뚝섬로 492,4.0,1.0,0.0,,,,,,,,,,0.0,0.0
11215-21278,,지상,서울특별시 광진구 아차산로22길 20,4.0,1.0,0.0,,,,,,,,,,184.8,3.0
11215-21793,,지상,서울특별시 광진구 뚝섬로22길 86,5.0,1.0,1.0,,,,,,,,,,226.26,7.0
11350-9006,,지상,서울특별시 노원구 노해로85길 15-14,4.0,1.0,0.0,,,,,,,,,,157.29,10.0
11470-1000000000000000100134,,지상,목동 792-9,3.0,1.0,0.0,,,,,,,,,,129.81,0.0
11470-100184407,,지상,목동 808-1,7.0,1.0,2.0,,,,,,,,,,228.7087,36.0
11215-23077,,지상,서울특별시 광진구 능동로 121,4.0,1.0,0.0,,,,,,,,,,168.77,1.0
11230-100189857,,지상,서울특별시 동대문구 회기로 166,7.0,1.0,1.0,,,,,,,,,,249.3,2.0
11215-21446,,지상,서울특별시 광진구 뚝섬로28길 28,3.0,1.0,0.0,,,,,,,,,,148.39,0.0
11215-21273,,지상,서울특별시 광진구 동일로 90-1,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11260-1011,,지상,서울특별시 중랑구 용마산로 419,5.0,1.0,0.0,,,,,,,,,,242.72,0.0
11230-7981,,지상,서울특별시 동대문구 신이문로 25,3.0,0.0,0.0,,,,,,,,,,169.26,0.0
11260-24187,,지상,서울특별시 중랑구 중랑역로 178,5.0,1.0,0.0,,,,,,,,,,228.41,0.0
11470-6081,,지상,서울특별시 양천구 남부순환로40길 60,2.0,1.0,0.0,,,,,,,,,,98.88,0.0
11215-7860,,지상,서울특별시 광진구 능동로 319,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11350-15254,,지상,서울특별시 노원구 동일로242가길 52,2.0,0.0,0.0,,,,,,,,,,38.57,2.0
11215-1394,,지상,서울특별시 광진구 능동로44길 13,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11215-15997,,지상,자양동 43-0,4.0,1.0,0.0,,,,,,,,,,231.22,3.0
11215-21132,,지상,서울특별시 광진구 동일로18길 50,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11410-100208355,,지상,북가좌동 484-0,,,,2.0,0.0,0.0,,,,,,,115.1,8.0
11410-100208376,11410-100208355,지상,서울특별시 서대문구 수색로6길 17-14,2.0,0.0,0.0,,,,,,,,,,9.7,8.0
11215-21101,,지상,서울특별시 광진구 동일로18길 53,5.0,1.0,1.0,,,,,,,,,,267.02,5.0
11215-21656,11215-229,지상,서울특별시 광진구 동일로4길 32,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11440-18328,,지상,서울특별시 마포구 와우산로1길 18,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11440-16222,,지상,서울특별시 마포구 토정로 213-4,5.0,1.0,0.0,,,,,,,,,,0.0,0.0
11215-21731,,지상,서울특별시 광진구 뚝섬로24길 30,4.0,1.0,0.0,,,,,,,,,,234.66,4.0
11440-13750,,지상,서울특별시 마포구 큰우물로 51,6.0,1.0,0.0,,,,,,,,,,272.9,0.0
11500-100199890,11500-100199885,지상,서울특별시 강서구 강서로18바길 37,,,,,,,나산맨션,202호,지상,20.0,1.0,39.96,0.0,0.0
11215-20828,,지상,서울특별시 광진구 동일로20길 114,3.0,1.0,0.0,,,,,,,,,,0.0,2.0
11215-20866,,지상,서울특별시 광진구 뚝섬로31길 59,5.0,1.0,0.0,,,,,,,,,,285.57,6.0
11215-20809,,지상,서울특별시 광진구 능동로 95,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11215-21072,,지상,서울특별시 광진구 동일로20길 62,2.0,0.0,0.0,,,,,,,,,,114.85,0.0
11215-21067,,지상,서울특별시 광진구 동일로18길 69,5.0,0.0,0.0,,,,,,,,,,258.78,6.0
11215-20998,,지상,서울특별시 광진구 아차산로30길 33,4.0,1.0,0.0,,,,,,,,,,199.15,4.0
11500-100222309,11500-100222300,지상,서울특별시 강서구 강서로10길 211,,,,,,,A동,601,지상,40.0,0.0,13.658,0.0,0.0
11500-100215168,,지상,서울특별시 강서구 양천로73가길 71,8.0,1.0,1.0,,,,,,,,,,397.37,8.0
11500-100204521,11500-100204519,지상,서울특별시 강서구 강서로27길 16-8,,,,,,,한울씨티빌,202호,지상,20.0,3.0,0.74,0.0,0.0
11680-6258,,지상,서울특별시 강남구 봉은사로47길 59,2.0,1.0,0.0,,,,,,,,,,94.7,2.0
11530-15774,,지상,서울특별시 구로구 경인로 187-1,2.0,0.0,0.0,,,,,,,,,,161.2121,0.0
11470-4277,,지상,서울특별시 양천구 목동동로12길 21,4.0,1.0,0.0,,,,,,,,,,199.32,0.0
11545-15742,,지상,서울특별시 금천구 시흥대로63길 50,5.0,1.0,0.0,,,,,,,,,,257.08,6.0
11305-22391,,지상,서울특별시 강북구 삼양로 510-10,7.0,0.0,1.0,,,,,,,,,,325.45,8.0
